,L_T0_A,L_T0_B,L_T0_C,L_T2_A,L_T2_B,L_T2_C,L_T4_A,L_T4_B,L_T4_C,L_T8_A,L_T8_B,L_T8_C,L_T12_A,L_T12_B,L_T12_C,L_T16_A,L_T16_B,L_T16_C,D_T0_A,D_T0_B,D_T0_C,D_T2_A,D_T2_B,D_T2_C,D_T4_A,D_T4_B,D_T4_C,D_T8_A,D_T8_B,D_T8_C
NDPK7,6.568978e-05,6.568978e-05,6.568978e-05,7.139679972786704e-05,6.813550821115514e-05,6.568978e-05,6.568978e-05,6.568978e-05,6.568978e-05,8.596295723539894e-05,8.598488814275855e-05,7.272710856583161e-05,0.0001029914857922522,9.988461591802158e-05,0.00010402956370954436,0.00016825237718577366,0.0003547525671022602,0.00013974131686177461,6.568978e-05,6.568978e-05,6.568978e-05,6.592467428842889e-05,6.568978e-05,6.568978e-05,6.568978e-05,6.568978e-05,6.568978e-05,0.0001381444213088183,0.0001097637072336311,9.043075044206076e-05
AIRC2,0.0018888736399999089,0.001888873640000132,0.0018888736399999655,0.0020529758660525615,0.0019591992149771455,0.0018888736399999672,0.0018888736399991352,0.0018888736399999672,0.0018888736399991352,0.0024718177460540344,0.002472448357281417,0.0020912281679646046,0.002961463756727374,0.002872127415391529,0.0029913131185966796,0.004838004939787158,0.010200715738761423,0.004018185018126459,0.0018888736399998544,0.001888873639999854,0.001888873639999854,0.0018956278965927553,0.001888873640000021,0.0018888736400000765,0.0018888736399999089,0.0018888736399991352,0.0018888736399999089,0.0039722671612429225,0.003156195274550116,0.002600286692320353
IGPS,0.0007146576,0.0007146576,0.0007146576,0.0007767458734250306,0.0007412653653728849,0.0007146576,0.0007146576,0.0007146576,0.0007146576,0.00093521519948389,0.0009354537919958368,0.0007912186775872389,0.0011204733530349024,0.0010866728414815074,0.0011317668947850043,0.001830464953207025,0.003859452995567046,0.0015202851056781647,0.0007146576,0.0007146576,0.0007146576,0.0007172130810569057,0.0007146576,0.0007146576,0.0007146576,0.0007146576,0.0007146576,0.0015029120296330563,0.0011941502556210334,0.0009838215788989108
DHORD3um,0.0018888736400000002,0.0018888736400000006,0.0018888736400000002,0.002052975866052942,0.00195919921497765,0.0018888736400000006,0.0018888736400000006,0.0018888736400000006,0.0018888736400000006,0.002471817746054141,0.002472448357281836,0.0020912281679649034,0.0029614637567277544,0.0028721274153920965,0.002991313118595602,0.004838004939787367,0.010200715738761653,0.00401818501811231,0.0018888736400000002,0.0018888736400000002,0.0018888736400000006,0.0018956278965921202,0.0018888736400000006,0.0018888736400000006,0.0018888736400000006,0.0018888736400000006,0.0018888736400000006,0.003972267161243061,0.0031561952745508227,0.0026002866923199764
MTHFC,0.004636052079999817,0.004636052080000265,0.004636052079999932,0.005038824637313014,0.004808659194232591,0.004636052079999935,0.00463605207999827,0.004636052079999935,0.00463605207999827,0.00606683028462127,0.006068378057024201,0.005132711099640919,0.007268617613415838,0.007049350468012994,0.007341879896953029,0.011874400907066875,0.025036640046590827,0.00986223462311532,0.00463605207999971,0.004636052079999708,0.004636052079999708,0.0046526297295907655,0.004636052080000043,0.004636052080000154,0.004636052079999817,0.00463605207999827,0.004636052079999817,0.009749533820163886,0.007746566714470571,0.006382144508368377
HISTDb,0.0008583048,0.0008583048,0.0008583048,0.0009328729052078871,0.0008902607642783072,0.0008583048,0.0008583048,0.0008583048,0.0008583048,0.0011231947925131982,0.0011234813424613804,0.0009502547637117125,0.0013456900999610879,0.0013050956372299362,0.0013592536597596724,0.002198391027492557,0.004635208569068004,0.0018258645868624022,0.0008583048,0.0008583048,0.0008583048,0.0008613739364052536,0.0008583048,0.0008583048,0.0008583048,0.0008583048,0.0008583048,0.001804999497678041,0.0014341761653703252,0.0011815711237276615
UPPDC1,0.00014581940000000002,0.00014581940000000002,0.0001458194,0.00015848794893570556,0.00015124847314218002,0.0001458194,0.00014581940000000002,0.00014581940000000002,0.00014581940000000002,0.00019082217730507746,0.00019087085994266023,0.00016144099332962333,0.00022862242289949423,0.000221725735150831,0.00023092676764007328,0.0003734897679639542,0.0007874863712941544,0.0003102003839865783,0.00014581940000000002,0.0001458194,0.0001458194,0.00014634082272667266,0.0001458194,0.00014581940000000002,0.00014581940000000002,0.00014581940000000002,0.0001458194,0.00030665556542584094,0.00024365552648499878,0.00020073986807401446
GARFT,0.0018888736399999089,0.001888873640000132,0.0018888736399999655,0.0020529758660525615,0.0019591992149771455,0.0018888736399999672,0.0018888736399991352,0.0018888736399999672,0.0018888736399991352,0.0024718177460540344,0.002472448357281417,0.0020912281679646046,0.002961463756727374,0.002872127415391529,0.0029913131185966796,0.004838004939787158,0.010200715738761423,0.004018185018126459,0.0018888736399998544,0.001888873639999854,0.001888873639999854,0.0018956278965927553,0.001888873640000021,0.0018888736400000765,0.0018888736399999089,0.0018888736399991352,0.0018888736399999089,0.0039722671612429225,0.003156195274550116,0.002600286692320353
H4THDPR,0.00238923279,0.00238923279,0.00238923279,0.0025968053936378382,0.0024781874803265604,0.00238923279,0.00238923279,0.00238923279,0.00238923279,0.003126597716603449,0.0031273953755844653,0.0026451906599074424,0.003745950054112955,0.003632948680417153,0.0037837064569897698,0.006119583542031932,0.01290286655941602,0.0050825948323153436,0.00238923279,0.00238923279,0.00238923279,0.0023977762367294307,0.00238923279,0.00238923279,0.00238923279,0.00238923279,0.00238923279,0.005024513419691821,0.003992265592525223,0.003289097850236042
UDPG4E,0.00042137033013750003,0.00042137033013750003,0.00042137033013750003,0.00045797828934869783,0.0004370585742412409,0.00042137033013750003,0.00042137033013750003,0.00042137033013750003,0.00042137033013750003,0.0005514136243092282,0.0005515543011949528,0.0004665116209299265,0.0006606439596788566,0.0006407147898049613,0.0006673027616221397,0.001079263162720116,0.0022755778192133543,0.0008963775616221423,0.00042137033013750003,0.00042137033013750003,0.00042137033013750003,0.00042287707112312507,0.00042137033013750003,0.00042137033013750003,0.00042137033013750003,0.00042137033013750003,0.00042137033013750003,0.0008861341964237156,0.0007040847077604923,0.0005800725039473876
GLCS3,0.005137456799999999,0.005137456799999999,0.005137456799999999,0.005583790572295546,0.005328731957708714,0.005137456799999999,0.005137456799999999,0.005137456799999999,0.005137456799999999,0.006722978508941718,0.006724693678168115,0.005687831173218571,0.008054743203973425,0.007811761574835967,0.008135929051378036,0.01315865754595643,0.027744437387017623,0.010928868669562886,0.005137456799999999,0.005137456799999999,0.005137456799999999,0.005155827378488315,0.005137456799999999,0.005137456799999999,0.005137456799999999,0.005137456799999999,0.005137456799999999,0.010803978893445122,0.008584384117599833,0.007072395032951367
AICART,0.0027471784399999088,0.002747178440000132,0.0027471784399999656,0.002985848771260449,0.00284945997925545,0.0027471784399999673,0.002747178439999135,0.0027471784399999673,0.002747178439999135,0.0035950125385672328,0.003595929699742794,0.003041482931676317,0.004307153856688462,0.004177223052621465,0.004350566778356352,0.0070363959672797155,0.014835924307829425,0.0058440496049888616,0.0027471784399998546,0.002747178439999854,0.002747178439999854,0.002757001832998009,0.002747178440000021,0.0027471784400000766,0.0027471784399999088,0.002747178439999135,0.0027471784399999088,0.005777266658920966,0.004590371439920441,0.0037818578160480143
PRAGSr,0.0018888736399999089,0.001888873640000132,0.0018888736399999655,0.0020529758660525615,0.0019591992149771455,0.0018888736399999672,0.0018888736399991352,0.0018888736399999672,0.0018888736399991352,0.0024718177460540344,0.002472448357281417,0.0020912281679646046,0.002961463756727374,0.002872127415391529,0.0029913131185966796,0.004838004939787158,0.010200715738761423,0.004018185018126459,0.0018888736399998544,0.001888873639999854,0.001888873639999854,0.0018956278965927553,0.001888873640000021,0.0018888736400000765,0.0018888736399999089,0.0018888736399991352,0.0018888736399999089,0.0039722671612429225,0.003156195274550116,0.002600286692320353
GK1,0.0010469097800000077,0.0010469097800000077,0.0010469097800000077,0.0011378635747570675,0.0010858877881997566,0.0010469097800000077,0.0010469097800000077,0.0010469097800000077,0.0010469097800000077,0.0013700070337800134,0.0013703565505754464,0.0011590649447857928,0.0016413937408930046,0.0015918789996879346,0.001657937774440028,0.0026814682464157556,0.005653755150031898,0.0022270823755639302,0.0010469097800000077,0.0010469097800000077,0.0010469097800000077,0.0010506533323124435,0.0010469097800000077,0.0010469097800000077,0.0010469097800000077,0.0010469097800000077,0.0010469097800000077,0.0022016323653487996,0.0017493238459916462,0.0014412110536910537
SHKK,0.0039122136,0.0039122136,0.0039122136,0.004252100264178655,0.00405787113104341,0.0039122136,0.0039122136,0.0039122136,0.0039122136,0.005119600802324899,0.005120906917127424,0.004331327996834863,0.0061337500506266854,0.005948717636522157,0.0061955737094346475,0.010020420806075367,0.021127606419938914,0.008322419108551497,0.0039122136,0.0039122136,0.0039122136,0.003926202939433834,0.0039122136,0.0039122136,0.0039122136,0.0039122136,0.0039122136,0.008227314565652203,0.006537075755556343,0.005385684222684809
G1PACT,0.001073914587723,0.001073914587723,0.001073914587723,0.0011672145156292793,0.0011138980250790876,0.001073914587723,0.001073914587723,0.001073914587723,0.001073914587723,0.0014053460641655878,0.0014057045966699663,0.0011889627703390224,0.0016837331317530024,0.0016329411686790906,0.001700703915009898,0.002750636130595579,0.005799592521748431,0.0022845294760536847,0.001073914587723,0.001073914587723,0.001073914587723,0.0010777547041447115,0.001073914587723,0.001073914587723,0.001073914587723,0.001073914587723,0.001073914587723,0.0022584229884175596,0.0017944472701956532,0.0014783867761235792
3HAD60,0.0040557163947299996,0.004055716394730001,0.0040557163947299996,0.004408070344999852,0.004206716748255854,0.00405571639473,0.0040557163947299996,0.0040557163947299996,0.00405571639473,0.005307391423735644,0.005308745447763878,0.004490204207591374,0.006358740392268613,0.006166920856791255,0.006422831787127434,0.010387977012628724,0.02190258214396805,0.008627691397618611,0.00405571639473,0.0040557163947299996,0.0040557163947299996,0.004070218873146115,0.004055716394730001,0.004055716394730001,0.0040557163947299996,0.0040557163947299996,0.0040557163947299996,0.008529098352021616,0.00677686037270609,0.00558323497438419
O2tu,2.022946945851915,2.0229469458519875,2.0229469458519334,2.1986972395566586,2.09826426941627,2.0229469458519334,2.0229469458516625,2.0229469458519334,2.0229469458516625,2.647268750112268,2.647944122476987,2.239664711221219,3.1716701080774277,3.0759926233417767,3.2036381943211887,5.18140923230807,10.924768238722223,4.303398034750004,2.022946945851897,2.022946945851897,2.022946945851897,2.030180623349249,2.0229469458519516,2.022946945851969,2.022946945851915,2.0229469458516625,2.022946945851915,4.254220902751623,3.380223777787747,2.7848564939306426
SK_for_c,9.9879e-05,9.9879e-05,9.9879e-05,0.00010855632276466188,0.00010359764372208225,9.9879e-05,9.9879e-05,9.9879e-05,9.9879e-05,0.00013070365292309414,0.00013073699809636416,0.00011057901056217108,0.00015659493165366602,0.00015187104528704582,0.000158173292614857,0.00025582182161270576,0.0005393888006567633,0.0002124717572023713,9.9879e-05,9.9879e-05,9.9879e-05,0.00010023614850367879,9.9879e-05,9.9879e-05,9.9879e-05,9.9879e-05,9.9879e-05,0.00021004373368130422,0.00016689185615765252,0.00013749677534926418
3HAD80,0.0040557163947299996,0.004055716394730001,0.0040557163947299996,0.004408070344999857,0.004206716748255853,0.00405571639473,0.0040557163947299996,0.0040557163947299996,0.00405571639473,0.005307391423735644,0.005308745447763883,0.004490204207591374,0.006358740392268613,0.006166920856791258,0.006422831787127434,0.010387977012628724,0.02190258214396807,0.008627691397618611,0.00405571639473,0.0040557163947299996,0.0040557163947299996,0.0040702188731461175,0.004055716394730001,0.004055716394730001,0.0040557163947299996,0.0040557163947299996,0.0040557163947299996,0.008529098352021616,0.006776860372706096,0.00558323497438419
3OAR160,0.0040557163947299996,0.0040557163947299996,0.0040557163947299996,0.004408070344999857,0.004206716748255853,0.0040557163947299996,0.0040557163947299996,0.0040557163947299996,0.0040557163947299996,0.005307391423735645,0.005308745447763883,0.004490204207591376,0.006358740392268617,0.006166920856791258,0.006422831787127436,0.010387977012628722,0.02190258214396807,0.00862769139761861,0.0040557163947299996,0.0040557163947299996,0.0040557163947299996,0.0040702188731461175,0.0040557163947299996,0.0040557163947299996,0.0040557163947299996,0.0040557163947299996,0.0040557163947299996,0.008529098352021619,0.006776860372706096,0.005583234974384188
GALUi,0.11843481620196487,0.11843481620197012,0.11843481620196616,0.12872423766951238,0.12284432055968172,0.11843481620196605,0.11843481620194633,0.11843481620196605,0.11843481620194633,0.15498616436760576,0.15502570450583994,0.13112270639198798,0.1856876014834009,0.18008609752771382,0.18755919501499896,0.3033491567111473,0.6395980483102807,0.2519453890448011,0.11843481620196353,0.11843481620196339,0.11843481620196339,0.11885831681161974,0.11843481620196748,0.1184348162019688,0.11843481620196487,0.11843481620194633,0.11843481620196487,0.24906628012815293,0.19789751909445422,0.16304133318169112
IGPDH,0.0008583048,0.0008583048,0.0008583048,0.0009328729052078871,0.0008902607642783072,0.0008583048,0.0008583048,0.0008583048,0.0008583048,0.0011231947925131982,0.0011234813424613804,0.0009502547637117125,0.0013456900999610879,0.0013050956372299362,0.0013592536597596724,0.002198391027492557,0.004635208569068004,0.0018258645868624022,0.0008583048,0.0008583048,0.0008583048,0.0008613739364052536,0.0008583048,0.0008583048,0.0008583048,0.0008583048,0.0008583048,0.001804999497678041,0.0014341761653703252,0.0011815711237276615
OMPDC,0.0018888736400000006,0.0018888736400000006,0.0018888736400000006,0.002052975866052942,0.00195919921497765,0.0018888736400000006,0.0018888736400000006,0.0018888736400000006,0.0018888736400000006,0.002471817746054141,0.002472448357281836,0.0020912281679649034,0.0029614637567277544,0.0028721274153920965,0.002991313118595602,0.004838004939787367,0.010200715738761653,0.00401818501811231,0.0018888736400000002,0.0018888736400000006,0.0018888736400000006,0.0018956278965921202,0.0018888736400000006,0.0018888736400000006,0.0018888736400000006,0.0018888736400000006,0.0018888736400000006,0.003972267161243061,0.0031561952745508227,0.0026002866923199764
GLUSfx,0.044273143909999806,0.04427314391000026,0.044273143909999924,0.04811952162216491,0.04592149890612196,0.04427314390999993,0.04427314390999827,0.04427314390999993,0.04427314390999827,0.05793671978520827,0.05795150062657459,0.049016113978357326,0.06941348976941397,0.0673195430846864,0.07011312634944603,0.11339757430068009,0.23909368330599173,0.09418188691751009,0.0442731439099997,0.04427314390999971,0.04427314390999971,0.044431456339046535,0.044273143910000035,0.044273143910000146,0.044273143909999806,0.04427314390999827,0.044273143909999806,0.09310562228963112,0.07397778477031838,0.0609478921715174
GLUTRR,0.0011665552000000002,0.0011665552000000002,0.0011665552,0.0012679035914856444,0.0012099877851374401,0.0011665552,0.0011665552000000002,0.0011665552000000002,0.0011665552000000002,0.0015265774184406197,0.0015269668795412819,0.0012915279466369867,0.0018289793831959538,0.001773805881206648,0.0018474141411205863,0.0029879181437116337,0.006299890970353235,0.0024816030718926266,0.0011665552000000002,0.0011665552,0.0011665552,0.0011707265818133813,0.0011665552000000002,0.0011665552000000002,0.0011665552000000002,0.0011665552000000002,0.0011665552,0.0024532445234067275,0.0019492442118799903,0.0016059189445921157
UAMAGS,0.00045843039000000003,0.00045843039000000003,0.00045843039000000003,0.0004982580660796547,0.0004754984352526078,0.00045843039000000003,0.00045843039000000003,0.00045843039000000003,0.00045843039000000003,0.0005999111583411798,0.0006000642079390611,0.0005075419150955678,0.0007187484415143671,0.0006970664756420076,0.0007259928936114,0.0011741857392687466,0.0024757178010063412,0.0009752151154724056,0.00045843039000000003,0.00045843039000000003,0.00045843039000000003,0.00046006965078384236,0.00045843039000000003,0.00045843039000000003,0.00045843039000000003,0.00045843039000000003,0.00045843039000000003,0.0009640708331939289,0.0007660098589911448,0.0006310906231250369
