Entry	Entry Name	Gene Names (ordered locus)
Q31M57	Q31M57_SYNE7	Synpcc7942_1832
Q31M58	Q31M58_SYNE7	Synpcc7942_1831
Q31M62	Q31M62_SYNE7	Synpcc7942_1827
Q31M63	Q31M63_SYNE7	Synpcc7942_1826
Q31M67	Q31M67_SYNE7	Synpcc7942_1822
Q31M69	Q31M69_SYNE7	Synpcc7942_1820
Q31M71	Q31M71_SYNE7	Synpcc7942_1818
Q31M72	Q31M72_SYNE7	Synpcc7942_1817
Q31M74	Q31M74_SYNE7	Synpcc7942_1815
Q31M75	Q31M75_SYNE7	Synpcc7942_1814
Q31M78	Q31M78_SYNE7	Synpcc7942_1811
Q31M79	Q31M79_SYNE7	Synpcc7942_1810
Q31M80	Q31M80_SYNE7	Synpcc7942_1809
Q31M82	Q31M82_SYNE7	Synpcc7942_1807
Q31M84	Q31M84_SYNE7	Synpcc7942_1805
Q31M85	Q31M85_SYNE7	Synpcc7942_1804
Q31M86	Q31M86_SYNE7	Synpcc7942_1803
Q31M87	Q31M87_SYNE7	Synpcc7942_1802
Q31M88	Q31M88_SYNE7	Synpcc7942_1801
Q31M89	Q31M89_SYNE7	Synpcc7942_1800
Q31M90	Q31M90_SYNE7	Synpcc7942_1799
Q31M91	Q31M91_SYNE7	Synpcc7942_1798
Q31M92	Q31M92_SYNE7	Synpcc7942_1797
Q31M93	Q31M93_SYNE7	Synpcc7942_1796
Q31M95	Q31M95_SYNE7	Synpcc7942_1794
Q31M98	Q31M98_SYNE7	Synpcc7942_1791
Q31MA0	Q31MA0_SYNE7	Synpcc7942_1789
Q31MA1	Q31MA1_SYNE7	Synpcc7942_1788
Q31MA2	Q31MA2_SYNE7	Synpcc7942_1787
Q31MA3	Q31MA3_SYNE7	Synpcc7942_1786
Q31MA4	Q31MA4_SYNE7	Synpcc7942_1785
Q31MA5	Q31MA5_SYNE7	Synpcc7942_1784
Q31MA6	Y1783_SYNE7	Synpcc7942_1783
Q31MA8	Q31MA8_SYNE7	Synpcc7942_1781
Q31MA9	Q31MA9_SYNE7	Synpcc7942_1780
Q31MB1	Q31MB1_SYNE7	Synpcc7942_1778
Q31MB2	Q31MB2_SYNE7	Synpcc7942_1777
Q31MB3	Q31MB3_SYNE7	Synpcc7942_1776
Q31MB4	Q31MB4_SYNE7	Synpcc7942_1775
Q31MB6	Q31MB6_SYNE7	Synpcc7942_1773
Q31MB9	Q31MB9_SYNE7	Synpcc7942_1770
Q31MC0	Q31MC0_SYNE7	Synpcc7942_1769
Q31MC1	Q31MC1_SYNE7	Synpcc7942_1768
Q31MC3	Q31MC3_SYNE7	Synpcc7942_1766
Q31MC4	Q31MC4_SYNE7	Synpcc7942_1765
Q31MC5	Q31MC5_SYNE7	Synpcc7942_1764
Q31MC6	Q31MC6_SYNE7	Synpcc7942_1763
Q31MC7	Q31MC7_SYNE7	Synpcc7942_1762
Q31MD0	Q31MD0_SYNE7	Synpcc7942_1759
Q31MD2	Q31MD2_SYNE7	Synpcc7942_1757
Q31MD3	Q31MD3_SYNE7	Synpcc7942_1756
Q31MD4	Q31MD4_SYNE7	Synpcc7942_1755
Q31MD5	Q31MD5_SYNE7	Synpcc7942_1754
Q31MD6	Q31MD6_SYNE7	Synpcc7942_1753
Q31MD7	Q31MD7_SYNE7	Synpcc7942_1752
Q31MD8	Q31MD8_SYNE7	Synpcc7942_1751
Q31MD9	Q31MD9_SYNE7	Synpcc7942_1750
Q31ME0	Q31ME0_SYNE7	Synpcc7942_1749
Q31ME1	Q31ME1_SYNE7	Synpcc7942_1748
Q31ME2	Q31ME2_SYNE7	Synpcc7942_1747
Q31ME4	Q31ME4_SYNE7	Synpcc7942_1745
Q31MF0	Q31MF0_SYNE7	Synpcc7942_1739
Q31MF2	Q31MF2_SYNE7	Synpcc7942_1737
Q31MF3	Q31MF3_SYNE7	Synpcc7942_1736
Q31MF4	Q31MF4_SYNE7	Synpcc7942_1735
Q31MF6	Q31MF6_SYNE7	Synpcc7942_1733
Q31MF7	Q31MF7_SYNE7	Synpcc7942_1732
Q31MF8	Q31MF8_SYNE7	Synpcc7942_1731
Q31MF9	Q31MF9_SYNE7	Synpcc7942_1730
Q31MG0	Q31MG0_SYNE7	Synpcc7942_1729
Q31MG1	Q31MG1_SYNE7	Synpcc7942_1728
Q31MG2	Q31MG2_SYNE7	Synpcc7942_1727
Q31MG4	Q31MG4_SYNE7	Synpcc7942_1725
Q31MG5	Q31MG5_SYNE7	Synpcc7942_1724
Q31MG6	Q31MG6_SYNE7	Synpcc7942_1723
Q31MG7	Q31MG7_SYNE7	Synpcc7942_1722
Q31MG8	Q31MG8_SYNE7	Synpcc7942_1721
Q31MG9	Q31MG9_SYNE7	Synpcc7942_1720
Q31MH1	Q31MH1_SYNE7	Synpcc7942_1718
Q31MH3	Q31MH3_SYNE7	Synpcc7942_1716
Q31MH5	Q31MH5_SYNE7	Synpcc7942_1714
Q31MH6	Q31MH6_SYNE7	Synpcc7942_1713
Q31MH7	Q31MH7_SYNE7	Synpcc7942_1712
Q31MH8	Q31MH8_SYNE7	Synpcc7942_1711
Q31MI0	Q31MI0_SYNE7	Synpcc7942_1709
Q31MI1	Q31MI1_SYNE7	Synpcc7942_1708
Q31MI2	Q31MI2_SYNE7	Synpcc7942_1707
Q31MI3	Q31MI3_SYNE7	Synpcc7942_1706
Q31MI5	Q31MI5_SYNE7	Synpcc7942_1704
Q31MI6	Q31MI6_SYNE7	Synpcc7942_1703
Q31MI7	Q31MI7_SYNE7	Synpcc7942_1702
Q31MI8	Q31MI8_SYNE7	Synpcc7942_1701
Q31MJ0	Q31MJ0_SYNE7	Synpcc7942_1699
Q31MJ1	Q31MJ1_SYNE7	Synpcc7942_1698
Q31MJ2	Q31MJ2_SYNE7	Synpcc7942_1697
Q31MJ3	Q31MJ3_SYNE7	Synpcc7942_1696
Q31MJ4	Q31MJ4_SYNE7	Synpcc7942_1695
Q31MJ6	Q31MJ6_SYNE7	Synpcc7942_1693
Q31MJ7	Q31MJ7_SYNE7	Synpcc7942_1692
Q31MJ8	Q31MJ8_SYNE7	Synpcc7942_1691
Q31MJ9	Q31MJ9_SYNE7	Synpcc7942_1690
Q31MK1	Q31MK1_SYNE7	Synpcc7942_1688
Q31MK3	Q31MK3_SYNE7	Synpcc7942_1686
Q31ML1	Q31ML1_SYNE7	Synpcc7942_1678
Q31ML2	Q31ML2_SYNE7	Synpcc7942_1677
Q31ML3	Q31ML3_SYNE7	Synpcc7942_1676
Q31ML4	Q31ML4_SYNE7	Synpcc7942_1675
Q31ML5	Q31ML5_SYNE7	Synpcc7942_1674
Q31ML6	Q31ML6_SYNE7	Synpcc7942_1673
Q31ML7	Q31ML7_SYNE7	Synpcc7942_1672
Q31ML9	Q31ML9_SYNE7	Synpcc7942_1670
Q31MM3	Q31MM3_SYNE7	Synpcc7942_1666
Q31MM4	Q31MM4_SYNE7	Synpcc7942_1665
Q31MM5	Q31MM5_SYNE7	Synpcc7942_1664
Q31MM6	Q31MM6_SYNE7	Synpcc7942_1663
Q31MM8	Q31MM8_SYNE7	Synpcc7942_1661
Q31MM9	Q31MM9_SYNE7	Synpcc7942_1660
Q31MN0	Q31MN0_SYNE7	Synpcc7942_1659
Q31MN1	Q31MN1_SYNE7	Synpcc7942_1658
Q31MN2	Q31MN2_SYNE7	Synpcc7942_1657
Q31MN4	Q31MN4_SYNE7	Synpcc7942_1655
Q31MN5	Q31MN5_SYNE7	Synpcc7942_1654
Q31MN7	Q31MN7_SYNE7	Synpcc7942_1652
Q31MN8	Q31MN8_SYNE7	Synpcc7942_1651
Q31MN9	Q31MN9_SYNE7	Synpcc7942_1650
Q31MP0	Q31MP0_SYNE7	Synpcc7942_1649
Q31MP1	Q31MP1_SYNE7	Synpcc7942_1648
Q31MP2	Q31MP2_SYNE7	Synpcc7942_1647
Q31MP3	Q31MP3_SYNE7	Synpcc7942_1646
Q31MP5	Q31MP5_SYNE7	Synpcc7942_1644
Q31MP6	Q31MP6_SYNE7	Synpcc7942_1643
Q31MP7	Q31MP7_SYNE7	Synpcc7942_1642
Q31MP8	Q31MP8_SYNE7	Synpcc7942_1641
Q31MP9	Q31MP9_SYNE7	Synpcc7942_1640
Q31MQ0	Q31MQ0_SYNE7	Synpcc7942_1639
Q31MQ1	Y1638_SYNE7	Synpcc7942_1638
Q31MQ3	Q31MQ3_SYNE7	Synpcc7942_1636
Q31MQ4	Q31MQ4_SYNE7	Synpcc7942_1635
Q31MQ5	Q31MQ5_SYNE7	Synpcc7942_1634
Q31MQ6	Q31MQ6_SYNE7	Synpcc7942_1633
Q31MQ7	Q31MQ7_SYNE7	Synpcc7942_1632
Q31MQ8	Q31MQ8_SYNE7	Synpcc7942_1631
Q31MR0	Q31MR0_SYNE7	Synpcc7942_1629
Q31MR1	Q31MR1_SYNE7	Synpcc7942_1628
Q31MR2	Q31MR2_SYNE7	Synpcc7942_1627
Q31MR3	Q31MR3_SYNE7	Synpcc7942_1626
Q31MR4	Q31MR4_SYNE7	Synpcc7942_1625
Q31MR6	Q31MR6_SYNE7	Synpcc7942_1623
Q31MR7	Q31MR7_SYNE7	Synpcc7942_1622
Q31MR8	Q31MR8_SYNE7	Synpcc7942_1621
Q31MR9	Q31MR9_SYNE7	Synpcc7942_1620
Q31MS0	Q31MS0_SYNE7	Synpcc7942_1619
Q31MS1	Q31MS1_SYNE7	Synpcc7942_1618
Q31MS3	Q31MS3_SYNE7	Synpcc7942_1616
Q31MS6	Q31MS6_SYNE7	Synpcc7942_1613
Q31MT0	Q31MT0_SYNE7	Synpcc7942_1609
Q31MT3	Q31MT3_SYNE7	Synpcc7942_1606
Q31MT4	Q31MT4_SYNE7	Synpcc7942_1605
Q31MT5	Q31MT5_SYNE7	Synpcc7942_1604
Q31MT6	Q31MT6_SYNE7	Synpcc7942_1603
Q31MT8	Q31MT8_SYNE7	Synpcc7942_1601
Q31MT9	Q31MT9_SYNE7	Synpcc7942_1600
Q31MU0	Q31MU0_SYNE7	Synpcc7942_1599
Q31MU1	Q31MU1_SYNE7	Synpcc7942_1598
Q31MV0	Q31MV0_SYNE7	Synpcc7942_1589
Q31MV1	Q31MV1_SYNE7	Synpcc7942_1588
Q31MV6	Q31MV6_SYNE7	Synpcc7942_1583
Q31MV9	Q31MV9_SYNE7	Synpcc7942_1580
Q31MW0	Q31MW0_SYNE7	Synpcc7942_1579
Q31MW5	Q31MW5_SYNE7	Synpcc7942_1574
Q31MW7	Q31MW7_SYNE7	Synpcc7942_1572
Q31MX0	Q31MX0_SYNE7	Synpcc7942_1569
Q31MX1	Q31MX1_SYNE7	Synpcc7942_1568
Q31MX2	Q31MX2_SYNE7	Synpcc7942_1567
Q31MX4	Q31MX4_SYNE7	Synpcc7942_1565
Q31MX5	Q31MX5_SYNE7	Synpcc7942_1564
Q31MX6	Q31MX6_SYNE7	Synpcc7942_1563
Q31MX7	Q31MX7_SYNE7	Synpcc7942_1562
Q31MX8	Q31MX8_SYNE7	Synpcc7942_1561
Q31MX9	Q31MX9_SYNE7	Synpcc7942_1560
Q31MY0	Q31MY0_SYNE7	Synpcc7942_1559
Q31MY1	Q31MY1_SYNE7	Synpcc7942_1558
Q31MY2	Q31MY2_SYNE7	Synpcc7942_1557
Q31MY3	Q31MY3_SYNE7	Synpcc7942_1556
Q31MY6	Q31MY6_SYNE7	Synpcc7942_1553
Q31MY8	Q31MY8_SYNE7	Synpcc7942_1551
Q31MY9	Q31MY9_SYNE7	Synpcc7942_1550
Q31MZ0	Q31MZ0_SYNE7	Synpcc7942_1549
Q31MZ1	Q31MZ1_SYNE7	Synpcc7942_1548
Q31MZ2	Q31MZ2_SYNE7	Synpcc7942_1547
Q31MZ3	Q31MZ3_SYNE7	Synpcc7942_1546
Q31MZ5	Q31MZ5_SYNE7	Synpcc7942_1544
Q31MZ6	Q31MZ6_SYNE7	Synpcc7942_1543
Q31MZ9	Q31MZ9_SYNE7	Synpcc7942_1540
Q31N00	Q31N00_SYNE7	Synpcc7942_1539
Q31N01	Q31N01_SYNE7	Synpcc7942_1538
Q31N02	Q31N02_SYNE7	Synpcc7942_1537
Q31N03	Q31N03_SYNE7	Synpcc7942_1536
Q31N06	Q31N06_SYNE7	Synpcc7942_1533
Q31N08	Q31N08_SYNE7	Synpcc7942_1531
Q31N09	Q31N09_SYNE7	Synpcc7942_1530
Q31N10	Q31N10_SYNE7	Synpcc7942_1529
Q31N11	Q31N11_SYNE7	Synpcc7942_1528
Q31N12	Q31N12_SYNE7	Synpcc7942_1527
Q31N22	Q31N22_SYNE7	Synpcc7942_1517
Q31N23	Q31N23_SYNE7	Synpcc7942_1516
Q31N28	Q31N28_SYNE7	Synpcc7942_1511
Q31N29	Q31N29_SYNE7	Synpcc7942_1510
Q31N31	Q31N31_SYNE7	Synpcc7942_1508
Q31N33	Q31N33_SYNE7	Synpcc7942_1506
Q31N35	Q31N35_SYNE7	Synpcc7942_1504
Q31N36	Q31N36_SYNE7	Synpcc7942_1503
Q31N37	Q31N37_SYNE7	Synpcc7942_1502
Q31N41	Q31N41_SYNE7	Synpcc7942_1498
Q31N42	Q31N42_SYNE7	Synpcc7942_1497
Q31N44	Q31N44_SYNE7	Synpcc7942_1495
Q31N45	Q31N45_SYNE7	Synpcc7942_1494
Q31N46	Q31N46_SYNE7	Synpcc7942_1493
Q31N47	Q31N47_SYNE7	Synpcc7942_1492
Q31N53	YIDD_SYNE7	Synpcc7942_1486
Q31N54	Q31N54_SYNE7	Synpcc7942_1485
Q31N56	Q31N56_SYNE7	Synpcc7942_1483
Q31N57	Q31N57_SYNE7	Synpcc7942_1482
Q31N59	Q31N59_SYNE7	Synpcc7942_1480
Q31N62	Q31N62_SYNE7	Synpcc7942_1477
Q31N63	Q31N63_SYNE7	Synpcc7942_1476
Q31N64	Q31N64_SYNE7	Synpcc7942_1475
Q31N65	Q31N65_SYNE7	Synpcc7942_1474
Q31N66	Q31N66_SYNE7	Synpcc7942_1473
Q31N67	Q31N67_SYNE7	Synpcc7942_1472
Q31N68	Q31N68_SYNE7	Synpcc7942_1471
Q31N69	Q31N69_SYNE7	Synpcc7942_1470
Q31N70	Q31N70_SYNE7	Synpcc7942_1469
Q31N71	Q31N71_SYNE7	Synpcc7942_1468
Q31N72	Q31N72_SYNE7	Synpcc7942_1467
Q31N74	Q31N74_SYNE7	Synpcc7942_1465
Q31N75	Q31N75_SYNE7	Synpcc7942_1464
Q31N76	Q31N76_SYNE7	Synpcc7942_1463
Q31N78	Q31N78_SYNE7	Synpcc7942_1461
Q31N79	Q31N79_SYNE7	Synpcc7942_1460
Q31N80	Q31N80_SYNE7	Synpcc7942_1459
Q31N81	Q31N81_SYNE7	Synpcc7942_1458
Q31N86	Q31N86_SYNE7	Synpcc7942_1453
Q31N88	Q31N88_SYNE7	Synpcc7942_1451
Q31N89	Q31N89_SYNE7	Synpcc7942_1450
Q31N93	Q31N93_SYNE7	Synpcc7942_1446
Q31N94	Q31N94_SYNE7	Synpcc7942_1445
Q31N95	Q31N95_SYNE7	Synpcc7942_1444
Q31N97	Q31N97_SYNE7	Synpcc7942_1442
Q31NA2	Q31NA2_SYNE7	Synpcc7942_1437
Q31NA3	Q31NA3_SYNE7	Synpcc7942_1436
Q31NA5	Q31NA5_SYNE7	Synpcc7942_1434
Q31NA9	Q31NA9_SYNE7	Synpcc7942_1430
Q31NC1	Q31NC1_SYNE7	Synpcc7942_1418
Q31NC2	Q31NC2_SYNE7	Synpcc7942_1417
Q31NC5	Q31NC5_SYNE7	Synpcc7942_1414
Q31NC6	Q31NC6_SYNE7	Synpcc7942_1413
Q31NC7	Q31NC7_SYNE7	Synpcc7942_1412
Q31NC8	Q31NC8_SYNE7	Synpcc7942_1411
Q31ND0	Q31ND0_SYNE7	Synpcc7942_1409
Q31ND1	Q31ND1_SYNE7	Synpcc7942_1408
Q31ND2	Q31ND2_SYNE7	Synpcc7942_1407
Q31ND3	Q31ND3_SYNE7	Synpcc7942_1406
Q31ND4	Q31ND4_SYNE7	Synpcc7942_1405
Q31ND5	Q31ND5_SYNE7	Synpcc7942_1404
Q31ND7	Q31ND7_SYNE7	Synpcc7942_1402
Q31ND8	Q31ND8_SYNE7	Synpcc7942_1401
Q31NE0	Q31NE0_SYNE7	Synpcc7942_1399
Q31NE2	Q31NE2_SYNE7	Synpcc7942_1397
Q31NE3	Q31NE3_SYNE7	Synpcc7942_1396
Q31NE4	Q31NE4_SYNE7	Synpcc7942_1395
Q31NE5	Q31NE5_SYNE7	Synpcc7942_1394
Q31NE6	Q31NE6_SYNE7	Synpcc7942_1393
Q31NE7	Q31NE7_SYNE7	Synpcc7942_1392
Q31NE8	Q31NE8_SYNE7	Synpcc7942_1391
Q31NF1	Q31NF1_SYNE7	Synpcc7942_1388
Q31NF2	Q31NF2_SYNE7	Synpcc7942_1387
Q31NF3	Q31NF3_SYNE7	Synpcc7942_1386
Q31NF4	Q31NF4_SYNE7	Synpcc7942_1385
Q31NF5	Q31NF5_SYNE7	Synpcc7942_1384
Q31NF7	Q31NF7_SYNE7	Synpcc7942_1382
Q31NF8	Q31NF8_SYNE7	Synpcc7942_1381
Q31NG2	Q31NG2_SYNE7	Synpcc7942_1377
Q31NG3	Q31NG3_SYNE7	Synpcc7942_1376
Q31NG4	Q31NG4_SYNE7	Synpcc7942_1375
Q31NG5	Q31NG5_SYNE7	Synpcc7942_1374
Q31NG6	Q31NG6_SYNE7	Synpcc7942_1373
Q31NG9	Q31NG9_SYNE7	Synpcc7942_1370
Q31NH1	Q31NH1_SYNE7	Synpcc7942_1368
Q31NH2	Q31NH2_SYNE7	Synpcc7942_1367
Q31NH4	Q31NH4_SYNE7	Synpcc7942_1365
Q31NH5	Q31NH5_SYNE7	Synpcc7942_1364
Q31NH6	Q31NH6_SYNE7	Synpcc7942_1363
Q31NH7	Q31NH7_SYNE7	Synpcc7942_1362
Q31NH8	Q31NH8_SYNE7	Synpcc7942_1361
Q31NH9	Q31NH9_SYNE7	Synpcc7942_1360
Q31NI0	Q31NI0_SYNE7	Synpcc7942_1359
Q31NI1	Q31NI1_SYNE7	Synpcc7942_1358
Q31NI3	Q31NI3_SYNE7	Synpcc7942_1356
Q31NI4	Q31NI4_SYNE7	Synpcc7942_1355
Q31NI5	Q31NI5_SYNE7	Synpcc7942_1354
Q31NI6	Q31NI6_SYNE7	Synpcc7942_1353
Q31NI8	Q31NI8_SYNE7	Synpcc7942_1351
Q31NI9	Q31NI9_SYNE7	Synpcc7942_1350
Q31NJ0	Q31NJ0_SYNE7	Synpcc7942_1349
Q31NJ1	Q31NJ1_SYNE7	Synpcc7942_1348
Q31NJ2	Q31NJ2_SYNE7	Synpcc7942_1347
Q31NJ8	Q31NJ8_SYNE7	Synpcc7942_1341
Q31NK0	Q31NK0_SYNE7	Synpcc7942_1339
Q31NK1	Q31NK1_SYNE7	Synpcc7942_1338
Q31NK2	Q31NK2_SYNE7	Synpcc7942_1337
Q31NK3	Q31NK3_SYNE7	Synpcc7942_1336
Q31NK4	Q31NK4_SYNE7	Synpcc7942_1335
Q31NK5	Q31NK5_SYNE7	Synpcc7942_1334
Q31NK8	Q31NK8_SYNE7	Synpcc7942_1331
Q31NK9	Q31NK9_SYNE7	Synpcc7942_1330
Q31NL0	Q31NL0_SYNE7	Synpcc7942_1329
Q31NL1	Q31NL1_SYNE7	Synpcc7942_1328
Q31NL2	Q31NL2_SYNE7	Synpcc7942_1327
Q31NL5	Q31NL5_SYNE7	Synpcc7942_1324
Q31NL8	Q31NL8_SYNE7	Synpcc7942_1321
Q31NL9	Q31NL9_SYNE7	Synpcc7942_1320
Q31NM1	Q31NM1_SYNE7	Synpcc7942_1318
Q31NM2	Q31NM2_SYNE7	Synpcc7942_1317
Q31NM3	Q31NM3_SYNE7	Synpcc7942_1316
Q31NM7	Q31NM7_SYNE7	Synpcc7942_1312
Q31NM8	Q31NM8_SYNE7	Synpcc7942_1311
Q31NN2	Q31NN2_SYNE7	Synpcc7942_1307
Q31NN3	Q31NN3_SYNE7	Synpcc7942_1306
Q31NN4	Q31NN4_SYNE7	Synpcc7942_1305
Q31NN5	Q31NN5_SYNE7	Synpcc7942_1304
Q31NN6	Q31NN6_SYNE7	Synpcc7942_1303
Q31NN7	Q31NN7_SYNE7	Synpcc7942_1302
Q31NP0	Q31NP0_SYNE7	Synpcc7942_1299
Q31NP1	Q31NP1_SYNE7	Synpcc7942_1298
Q31NP2	Q31NP2_SYNE7	Synpcc7942_1297
Q31NP3	Q31NP3_SYNE7	Synpcc7942_1296
Q31NP4	Q31NP4_SYNE7	Synpcc7942_1295
Q31NQ0	Q31NQ0_SYNE7	Synpcc7942_1289
Q31NQ1	Q31NQ1_SYNE7	Synpcc7942_1288
Q31NQ2	Q31NQ2_SYNE7	Synpcc7942_1287
Q31NQ8	Q31NQ8_SYNE7	Synpcc7942_1281
Q31NQ9	Q31NQ9_SYNE7	Synpcc7942_1280
Q31NR0	Q31NR0_SYNE7	Synpcc7942_1279
Q31NR3	Q31NR3_SYNE7	Synpcc7942_1276
Q31NR4	Q31NR4_SYNE7	Synpcc7942_1275
Q31NR5	Q31NR5_SYNE7	Synpcc7942_1274
Q31NR7	Q31NR7_SYNE7	Synpcc7942_1272
Q31NR8	Q31NR8_SYNE7	Synpcc7942_1271
Q31NR9	Q31NR9_SYNE7	Synpcc7942_1270
Q31NS1	Q31NS1_SYNE7	Synpcc7942_1268
Q31NS2	Q31NS2_SYNE7	Synpcc7942_1267
Q31NS4	Q31NS4_SYNE7	Synpcc7942_1265
Q31NS5	Q31NS5_SYNE7	Synpcc7942_1264
Q31NS6	Q31NS6_SYNE7	Synpcc7942_1263
Q31NS7	Q31NS7_SYNE7	Synpcc7942_1262
Q31NT0	Q31NT0_SYNE7	Synpcc7942_1259
Q31NT1	Q31NT1_SYNE7	Synpcc7942_1258
Q31NT2	Q31NT2_SYNE7	Synpcc7942_1257
Q31NT3	Q31NT3_SYNE7	Synpcc7942_1256
Q31NT4	Q31NT4_SYNE7	Synpcc7942_1255
Q31NT5	Q31NT5_SYNE7	Synpcc7942_1254
Q31NT6	Q31NT6_SYNE7	Synpcc7942_1253
Q31NT7	Q31NT7_SYNE7	Synpcc7942_1252
Q31NU1	Q31NU1_SYNE7	Synpcc7942_1248
Q31NU2	Q31NU2_SYNE7	Synpcc7942_1247
Q31NU4	Q31NU4_SYNE7	Synpcc7942_1245
Q31NU5	Q31NU5_SYNE7	Synpcc7942_1244
Q31NU6	Q31NU6_SYNE7	Synpcc7942_1243
Q31NV5	Q31NV5_SYNE7	Synpcc7942_1234
Q31NV6	Q31NV6_SYNE7	Synpcc7942_1233
Q31NW0	Q31NW0_SYNE7	Synpcc7942_1229
Q31NW1	Q31NW1_SYNE7	Synpcc7942_1228
Q31NW2	Q31NW2_SYNE7	Synpcc7942_1227
Q31NW3	Q31NW3_SYNE7	Synpcc7942_1226
Q31NW5	Q31NW5_SYNE7	Synpcc7942_1224
Q31NY1	Q31NY1_SYNE7	Synpcc7942_1208
Q31NY4	Q31NY4_SYNE7	Synpcc7942_1205
Q31NY5	Q31NY5_SYNE7	Synpcc7942_1204
Q31NY6	Q31NY6_SYNE7	Synpcc7942_1203
Q31NY7	Q31NY7_SYNE7	Synpcc7942_1202
Q31NY9	Q31NY9_SYNE7	Synpcc7942_1200
Q31NZ0	Q31NZ0_SYNE7	Synpcc7942_1199
Q31NZ4	Q31NZ4_SYNE7	Synpcc7942_1195
Q31NZ6	Q31NZ6_SYNE7	Synpcc7942_1193
Q31NZ7	Q31NZ7_SYNE7	Synpcc7942_1192
Q31P02	Q31P02_SYNE7	Synpcc7942_1187
Q31P03	Q31P03_SYNE7	Synpcc7942_1186
Q31P06	Q31P06_SYNE7	Synpcc7942_1183
Q31P16	Q31P16_SYNE7	Synpcc7942_1173
Q31P18	Q31P18_SYNE7	Synpcc7942_1171
Q31P20	Q31P20_SYNE7	Synpcc7942_1169
Q31P22	Q31P22_SYNE7	Synpcc7942_1167
Q31P23	Q31P23_SYNE7	Synpcc7942_1166
Q31P24	Q31P24_SYNE7	Synpcc7942_1165
Q31P25	Q31P25_SYNE7	Synpcc7942_1164
Q31P26	Q31P26_SYNE7	Synpcc7942_1163
Q31P27	Q31P27_SYNE7	Synpcc7942_1162
Q31P28	Q31P28_SYNE7	Synpcc7942_1161
Q31P29	Q31P29_SYNE7	Synpcc7942_1160
Q31P30	Q31P30_SYNE7	Synpcc7942_1159
Q31P31	Q31P31_SYNE7	Synpcc7942_1158
Q31P33	Q31P33_SYNE7	Synpcc7942_1156
Q31P34	Q31P34_SYNE7	Synpcc7942_1155
Q31P35	Q31P35_SYNE7	Synpcc7942_1154
Q31P36	Q31P36_SYNE7	Synpcc7942_1153
Q31P39	Q31P39_SYNE7	Synpcc7942_1150
Q31P41	Q31P41_SYNE7	Synpcc7942_1148
Q31P42	Q31P42_SYNE7	Synpcc7942_1147
Q31P43	Q31P43_SYNE7	Synpcc7942_1146
Q31P44	Q31P44_SYNE7	Synpcc7942_1145
Q31P45	Q31P45_SYNE7	Synpcc7942_1144
Q31P46	Q31P46_SYNE7	Synpcc7942_1143
Q31P48	Q31P48_SYNE7	Synpcc7942_1141
Q31P49	Q31P49_SYNE7	Synpcc7942_1140
Q31P50	Q31P50_SYNE7	Synpcc7942_1139
Q31P52	Q31P52_SYNE7	Synpcc7942_1137
Q31P55	Q31P55_SYNE7	Synpcc7942_1134
Q31P57	Q31P57_SYNE7	Synpcc7942_1132
Q31P58	Q31P58_SYNE7	Synpcc7942_1131
Q31P59	Q31P59_SYNE7	Synpcc7942_1130
Q31P60	Q31P60_SYNE7	Synpcc7942_1129
Q31P61	Q31P61_SYNE7	Synpcc7942_1128
Q31P62	Q31P62_SYNE7	Synpcc7942_1127
Q31P63	Q31P63_SYNE7	Synpcc7942_1126
Q31P64	Q31P64_SYNE7	Synpcc7942_1125
Q31P65	Q31P65_SYNE7	Synpcc7942_1124
Q31P68	Q31P68_SYNE7	Synpcc7942_1121
Q31P69	Q31P69_SYNE7	Synpcc7942_1120
Q31P70	Q31P70_SYNE7	Synpcc7942_1119
Q31P71	Q31P71_SYNE7	Synpcc7942_1118
Q31P72	Q31P72_SYNE7	Synpcc7942_1117
Q31P74	Q31P74_SYNE7	Synpcc7942_1115
Q31P76	Q31P76_SYNE7	Synpcc7942_1113
Q31P79	Q31P79_SYNE7	Synpcc7942_1110
Q31P81	Q31P81_SYNE7	Synpcc7942_1108
Q31P82	Q31P82_SYNE7	Synpcc7942_1107
Q31P83	Q31P83_SYNE7	Synpcc7942_1106
Q31P86	Q31P86_SYNE7	Synpcc7942_1103
Q31P87	Q31P87_SYNE7	Synpcc7942_1102
Q31P88	Q31P88_SYNE7	Synpcc7942_1101
Q31P91	Y1098_SYNE7	Synpcc7942_1098
Q31P92	Q31P92_SYNE7	Synpcc7942_1097
Q31P94	Q31P94_SYNE7	Synpcc7942_1095
Q31P95	Q31P95_SYNE7	Synpcc7942_1094
Q31P97	Q31P97_SYNE7	Synpcc7942_1092
Q31P98	Q31P98_SYNE7	Synpcc7942_1091
Q31P99	Q31P99_SYNE7	Synpcc7942_1090
Q31PA2	Q31PA2_SYNE7	Synpcc7942_1087
Q31PA5	Q31PA5_SYNE7	Synpcc7942_1084
Q31PA6	Q31PA6_SYNE7	Synpcc7942_1083
Q31PA8	Q31PA8_SYNE7	Synpcc7942_1081
Q31PA9	Q31PA9_SYNE7	Synpcc7942_1080
Q31PB1	Q31PB1_SYNE7	Synpcc7942_1078
Q31PB2	Q31PB2_SYNE7	Synpcc7942_1077
Q31PB3	Q31PB3_SYNE7	Synpcc7942_1076
Q31PB4	Q31PB4_SYNE7	Synpcc7942_1075
