Reaction_ID,WT100_0A,WT100_0B,WT205_0A,WT205_0B,WT205_5A,WT205_5B,WT205_10A,WT205_10B,WT205_20A,WT205_20B,WT205_30A,WT205_30B,WT205_40A,WT205_40B,WT205_50A,WT205_50B,WT205_60A,WT205_60B,WT205_70A,WT205_70B,WT205_80A,WT205_80B,AD205_0B,AD205_0A,AD205_50A,AD205_50B,AD205_60A,AD205_60B,AD205_70B,AD205_70A,AD205_80A,AD205_80B
DTMPK,1.0,0.915065320509008,0.9588232141791235,0.7871506997175757,1.39704442236779,1.989188031039521,1.3609337427051145,1.3728649171515894,1.4819267009282926,1.2507237303260106,1.1784165071054977,1.124130689089573,1.190417179320359,1.155240575604061,1.1841512647371664,1.3162252626968516,1.5198458941794823,1.534633058329112,1.9410445942612848,2.2617920636363738,2.3320045003117693,2.3300183735054945,1.0311180786469956,1.1219667491533387,1.5402541995012549,1.5090334137335248,1.579228883869581,1.8324313421513059,2.0289270777882633,1.8709756804088662,1.845834968027486,2.1683395279812463
ACOATA,1.0,0.9940688859042637,1.2704509604813496,1.0243430158268065,1.0807544988409135,1.0309683203431372,1.3751595309563902,1.383951824029173,1.559922843082417,1.66865222283397,2.758498791069004,2.0749102502434624,1.9094410896366696,2.6537286750977462,1.7665141047770798,1.6956564503543692,2.5499455281507593,1.6119588627494676,1.621255058668509,2.0558616486615957,1.9439723686809416,1.8492209313535712,2.709492849808855,1.1941643946656963,3.9147099215722627,2.9916272546527782,3.183689808176921,3.729158520869346,3.254981254691252,3.3109832037908213,3.0148550525213746,3.6663653014616693
3HAD160,1.0,1.0307632345963464,0.5909727986764398,0.7871506997175737,1.1279840150969491,0.6437501718574496,0.8962246598301926,1.1977257713421259,0.9227090779364794,1.0471175416682879,0.9165461721931653,1.0212690574081704,1.1998649347117925,1.03573292985191,1.139297050163788,1.465487921353188,0.7961097540940146,0.9238338311334421,0.8246925219141178,1.062218135149068,0.7232593667633564,0.8126298648337058,1.295507329582115,1.1171097502392529,1.2456700629846105,0.7568240974076338,1.044594105476231,1.0180174123062782,0.9714936284069001,0.8095170714351779,0.8513284967841619,0.8326956712677581
RNDR3,1.0,0.9953326684161092,1.1817023710584038,1.161998903235326,0.5884976765294072,0.6505883386690793,0.7683211714430571,0.7879847184547227,0.7890976768103284,0.798414989250141,0.902114166600811,0.9222713790825765,1.0103201634294872,0.9555209715127105,0.7971292632336188,0.7522345423844404,0.7837979353688123,0.794247391300708,0.7222948556657365,0.7137629803338035,0.4365369432954947,0.42280192582516685,1.0053870107274032,0.9776145797582714,1.137570034823962,1.1675749145125922,1.141539915457923,1.1348203976028164,1.0629381815194217,1.0690741837335123,1.0505642838010365,1.0208455165447554
G5SD,1.0,0.998567917039898,0.9226412060968942,0.9497866674594138,0.8830910881227296,0.8231366526738275,0.8597927630891341,0.8991211065355977,0.8480330660857531,0.8119417523301881,0.9925524401311376,0.9438988318359733,0.8321513818855295,0.8972789500171167,0.8546368884078692,0.8548679541226997,0.8435939057240166,0.8170370760124979,0.8146352960371217,0.911573447983793,1.0041467946464422,1.0395102296432082,1.0088706904585532,0.9675497227019204,0.8757462901602472,0.8884016360556922,0.8648444764179047,0.9139809987071804,0.8423560607284274,0.8295635992121357,0.9199444410371705,0.9417178752522821
HISTDa,1.0,1.0097735170446536,0.9000407142449454,0.8150285837364504,0.7531476040428544,0.7535275105480994,0.8205901903300279,0.8469504430782068,0.8972490967137668,0.8450893649461186,1.0171473858984938,0.9589143104274508,0.9425590569398761,0.9748693096790279,0.9482522957755976,0.972336194152966,1.059657951147134,0.9501196923038163,1.1121935126736826,1.190685410873441,1.6894618858563648,1.73954206526376,1.068799361918106,0.8761826633426993,0.9635381842704692,0.9293167650558362,1.0192191545685063,1.0226149102973485,1.065563928428032,1.085718928174185,1.237331413581197,1.3450110725345565
TRPS3,1.0,1.0088170393542617,0.7462539166960169,0.7088431781850212,0.8015094602687004,0.6722237371511467,0.6878077428540168,0.7773700919768624,0.7783341435390809,0.8446300683328609,1.0411863796754781,0.8880293339527356,0.9048042663332408,1.0763348864215565,0.9548772217832493,0.8415595702215211,1.045937902450443,0.8710496190717049,0.8916117556341678,0.952685694820369,1.4594526492335718,1.3058641080143423,1.0931478644433141,0.8070090503400644,1.1508204454028885,0.871927387081382,0.9893906919675675,1.05012411530979,1.0778405640609128,1.0901316528108171,1.1084386328321794,1.1856305288589426
DMBZIDS2,1.0,0.9848202372347888,1.1266358933111207,1.1743485015343214,0.9261010106844835,0.9034324445728309,1.054476507664977,1.088344172506506,1.1191122648976526,1.1430399314821316,1.2738438325396493,1.2851477469152939,1.4892224600052935,1.4654717496321585,1.3417166267300344,1.357590371049995,1.1875931770845594,1.18185213664101,0.9268232854205211,0.980447648332048,0.8312630001111322,0.823268979608255,1.0223477814610102,0.9102462855934103,1.3462627504869413,1.3442086298668077,1.3174181631856858,1.3529525357546563,1.344602188990814,1.343461523158104,1.2137474518316178,1.1405309620405466
HSTPT,1.0,0.9424368848673367,0.9756886126445554,0.9029002871463073,0.7818510758464797,0.8390558204622177,0.8203049032864649,0.7358689750291633,0.7774689780622522,0.7192400394620603,0.7285317564792313,0.6985847823849268,0.6536900563909415,0.6688204033256965,0.6309977284313738,0.6231101481998693,0.6599961972620378,0.6007916551742368,0.7791017395144002,0.6991187360485475,0.5844570413152481,0.5315715838753464,0.9590437776925146,0.9257625912528935,0.740024108985608,0.7592980006679606,0.7348124086856341,0.749884519792507,0.7293631217234094,0.7565727912078661,0.7950215912531208,0.8429480067785106
ZCAROTDH2,1.0,1.0095065930380251,2.1026048053380406,1.815443047358309,1.121326253539959,1.2816480694252825,1.254621674794662,1.4365123712231043,1.5818428566446558,1.7787573624493342,1.772660728637329,1.4882053754504037,1.7788868105894418,1.9128651923031625,1.9572748177473753,1.7061300716090668,1.957883397147292,1.5681095544350243,1.4206710679400598,1.3703561666379316,1.5506518218856185,1.398554151929283,1.5696956226847707,1.2533095099978222,2.044725854662897,2.0263084204428368,1.8221871736956579,1.9357992640162525,1.8436952775790985,2.0691381118030567,1.8736803915236948,2.208798056120881
ORNDC,1.0,1.1030172678999128,0.962756041144586,1.0741053026246514,0.8503748657890882,0.997532874999979,0.8745767211869588,0.8666071618734673,1.1743570082828032,1.0547053499412506,1.113518206714184,1.2937565475455457,1.1164782240830706,1.2747482213562062,1.2286154426620821,1.3238948854736634,1.7558468094247475,1.4699016184904397,1.7893116647256526,1.557495256635368,1.9414268089552025,2.31876224609726,0.9380070815785416,0.9274756187241625,1.2910469982989796,1.4951890704882556,1.3131631480002453,1.3703399602175022,1.4328718733359371,1.7389892013705157,1.7625528324725113,1.709994867187781
GND,1.0,0.9784261723500278,0.8746587773762546,0.8914520871315444,0.8073343435466966,0.7836924102032833,0.6992737960998747,0.6880939154102713,0.7206563726625357,0.7198126134156254,1.0345654168423128,1.0108370361926442,0.7412585395274764,0.7232840459105326,0.7264889463977813,0.7541771481823472,0.6740517879285558,0.6776171605344655,0.9955537526580488,0.8969621227118738,0.9035220352625932,0.8617061716648062,0.5405961471802411,0.5729581826268665,0.7115008609913358,0.6736954453443305,0.6295891199034992,0.6550207719971213,0.7664921629987418,0.8227275654291356,0.7583799533621532,0.7483172122482994
CMPA_1,1.0,1.2282962586479191,1.1648841626474409,1.1164839192992244,1.558329225600493,1.3848479306787107,1.2629724203569166,1.2947343934112556,1.4812447282173302,1.3408212423801225,1.268474353989983,1.2579941714345289,1.3521811862663315,1.4574103140505392,1.2445403536262014,1.3225134900016644,1.1406787651786103,1.042455510317482,0.694684480089465,0.7289907470829603,0.4807440878691463,0.4641093508201999,1.361927068231677,1.398815687256109,1.245259492759505,1.1386128151956623,1.1988658295229402,1.251416526347236,1.1056435928548325,0.9646510049854773,0.788281109217445,0.8832260817583506
