,Se_Rt_cc_d1_1,Se_Rt_cc_d1_2,Se_Rt_cc_d1_3,Se_Rt_cc_d2_1,Se_Rt_cc_d2_2,Se_Rt_cc_d2_3,Se_Rt_cc_d3_1,Se_Rt_cc_d3_2,Se_Rt_cc_d3_3,Se_Rt_cc_d4_1,Se_Rt_cc_d4_2,Se_Rt_cc_d4_3,Se_Rt_cc_d5_1,Se_Rt_cc_d5_2,Se_Rt_cc_d5_3,Se_Rt_cc_d6_1,Se_Rt_cc_d6_2,Se_Rt_cc_d6_3,Se_Rt_cc_d7_1,Se_Rt_cc_d7_2,Se_Rt_cc_d7_3,Se_Rt_cc_d8_1,Se_Rt_cc_d8_2,Se_Rt_cc_d8_3,Se_Rt_cc_d9_1,Se_Rt_cc_d9_2,Se_Rt_cc_d9_3,Se_axen_d1_1,Se_axen_d1_2,Se_axen_d1_3,Se_axen_d2_1,Se_axen_d2_2,Se_axen_d2_3,Se_axen_d3_1,Se_axen_d3_2,Se_axen_d3_3,Se_axen_d4_1,Se_axen_d4_2,Se_axen_d4_3,Se_axen_d5_1,Se_axen_d5_2,Se_axen_d5_3,Se_axen_d6_1,Se_axen_d6_2,Se_axen_d6_3,Se_axen_d7_1,Se_axen_d7_2,Se_axen_d7_3,Se_axen_d8_1,Se_axen_d8_2,Se_axen_d8_3,Se_axen_d9_1,Se_axen_d9_2,Se_axen_d9_3
LIPOCT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,9546.0,10609.0,8220.0,inf,inf,inf,9041.0,9128.0,8583.0,inf,inf,inf,4492.0,7558.0,6372.0,inf,inf,inf
LIPOS2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5465.0,5963.0,6475.0,inf,inf,inf,7648.0,4802.0,6386.0,inf,inf,inf,5374.0,3796.0,5549.0,inf,inf,inf
LPADSS2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4077.0,4114.0,3136.0,inf,inf,inf,3958.0,3620.0,3742.0,inf,inf,inf,1788.0,2890.0,2639.0,inf,inf,inf
LPOR,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,18106.0,18791.0,19280.0,inf,inf,inf,13080.0,10733.0,12357.0,inf,inf,inf,14278.0,8028.0,8732.0,inf,inf,inf
LTHRK,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,77469.0,82214.0,73800.0,inf,inf,inf,87886.0,79360.0,87833.0,inf,inf,inf,42431.0,66920.0,65682.0,inf,inf,inf
LYCBC1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
LYCBC2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
LYCOPC,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5326.0,5534.0,4376.0,inf,inf,inf,4917.0,4539.0,4106.0,inf,inf,inf,2266.0,3411.0,3257.0,inf,inf,inf
LYSTRS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,9381.0,9592.0,8090.0,inf,inf,inf,8885.0,7308.0,7214.0,inf,inf,inf,4821.0,6249.0,7079.0,inf,inf,inf
MALCOAMT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,496.0,464.0,458.0,inf,inf,inf,500.0,400.0,428.0,inf,inf,inf,202.0,394.0,374.0,inf,inf,inf
MAN1PT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10648.0,12047.0,8901.0,inf,inf,inf,10141.0,9560.0,8768.0,inf,inf,inf,5698.0,7264.0,6061.0,inf,inf,inf
MAN6PI,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10648.0,12047.0,8901.0,inf,inf,inf,10141.0,9560.0,8768.0,inf,inf,inf,5698.0,7264.0,6061.0,inf,inf,inf
MCOATA,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2696.0,2592.0,2306.0,inf,inf,inf,2270.0,1990.0,1644.0,inf,inf,inf,1046.0,1280.0,1364.0,inf,inf,inf
MCTP1App,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,37876.0,40415.0,32169.0,inf,inf,inf,39613.0,36293.0,35001.0,inf,inf,inf,21160.0,29303.0,24175.0,inf,inf,inf
MCTP1Bpp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,37876.0,40415.0,32169.0,inf,inf,inf,39613.0,36293.0,35001.0,inf,inf,inf,21160.0,29303.0,24175.0,inf,inf,inf
MCTP2App,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,37876.0,40415.0,32169.0,inf,inf,inf,39613.0,36293.0,35001.0,inf,inf,inf,21160.0,29303.0,24175.0,inf,inf,inf
MDDCP1pp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,12135.0,13566.0,11628.0,inf,inf,inf,15232.0,14074.0,15229.0,inf,inf,inf,7487.0,12578.0,11806.0,inf,inf,inf
MDDCP2pp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,12135.0,13566.0,11628.0,inf,inf,inf,15232.0,14074.0,15229.0,inf,inf,inf,7487.0,12578.0,11806.0,inf,inf,inf
MDDCP3pp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,12135.0,13566.0,11628.0,inf,inf,inf,15232.0,14074.0,15229.0,inf,inf,inf,7487.0,12578.0,11806.0,inf,inf,inf
MDDCP4pp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,12135.0,13566.0,11628.0,inf,inf,inf,15232.0,14074.0,15229.0,inf,inf,inf,7487.0,12578.0,11806.0,inf,inf,inf
MDDCP5pp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,12135.0,13566.0,11628.0,inf,inf,inf,15232.0,14074.0,15229.0,inf,inf,inf,7487.0,12578.0,11806.0,inf,inf,inf
MDDEP1pp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,25073.0,29008.0,23490.0,inf,inf,inf,30355.0,30503.0,31946.0,inf,inf,inf,15890.0,27490.0,25281.0,inf,inf,inf
MDDEP2pp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,25073.0,29008.0,23490.0,inf,inf,inf,30355.0,30503.0,31946.0,inf,inf,inf,15890.0,27490.0,25281.0,inf,inf,inf
MDDEP3pp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,25073.0,29008.0,23490.0,inf,inf,inf,30355.0,30503.0,31946.0,inf,inf,inf,15890.0,27490.0,25281.0,inf,inf,inf
MDDEP4pp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,25073.0,29008.0,23490.0,inf,inf,inf,30355.0,30503.0,31946.0,inf,inf,inf,15890.0,27490.0,25281.0,inf,inf,inf
MDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDRPD,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1266.0,1414.0,1048.0,inf,inf,inf,1378.0,1230.0,1214.0,inf,inf,inf,558.0,935.0,772.0,inf,inf,inf
ME2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,19790.0,19189.0,19546.0,inf,inf,inf,19513.0,14399.0,17500.0,inf,inf,inf,10202.0,10714.0,12110.0,inf,inf,inf
MECDPDHf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,15043.0,15521.0,14095.0,inf,inf,inf,16527.0,13724.0,14240.0,inf,inf,inf,8071.0,11454.0,12601.0,inf,inf,inf
MECDPS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2564.0,2953.0,2382.0,inf,inf,inf,3512.0,2986.0,3149.0,inf,inf,inf,1552.0,2470.0,2052.0,inf,inf,inf
MEHLER,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
MEHLER_1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,18087.0,19288.0,18870.0,inf,inf,inf,18960.0,18344.0,20880.0,inf,inf,inf,10265.0,15340.0,14478.0,inf,inf,inf
MEOHtex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEOHtpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEOHtrpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEPCT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2471.0,2952.0,2126.0,inf,inf,inf,2626.0,2308.0,2032.0,inf,inf,inf,1288.0,1830.0,1718.0,inf,inf,inf
METAT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,18848.0,20604.0,16849.0,inf,inf,inf,16591.0,16679.0,15168.0,inf,inf,inf,9660.0,12676.0,10471.0,inf,inf,inf
METS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
METS_1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,15464.0,16300.0,15629.0,inf,inf,inf,15885.0,14314.0,15578.0,inf,inf,inf,8016.0,10706.0,11052.0,inf,inf,inf
METTRS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,17186.0,18705.0,16771.0,inf,inf,inf,19289.0,16698.0,19185.0,inf,inf,inf,9835.0,14265.0,15771.0,inf,inf,inf
MG2tex,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2286.0,2480.0,2232.0,inf,inf,inf,2599.0,2180.0,2202.0,inf,inf,inf,1480.0,1626.0,1866.0,inf,inf,inf
MG2uabcpp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8694.0,8137.0,8437.0,inf,inf,inf,9497.0,8127.0,10278.0,inf,inf,inf,4638.0,6700.0,6844.0,inf,inf,inf
MI3PP,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2066.0,2322.0,1710.0,inf,inf,inf,1960.0,1868.0,1824.0,inf,inf,inf,992.0,1488.0,1246.0,inf,inf,inf
MLDCP1App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLDCP1Bpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLDCP2App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLDCP2Bpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLTGY1pp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2376.0,2638.0,2260.0,inf,inf,inf,2424.0,2672.0,2521.0,inf,inf,inf,1368.0,1948.0,1382.0,inf,inf,inf
MLTGY2pp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2376.0,2638.0,2260.0,inf,inf,inf,2424.0,2672.0,2521.0,inf,inf,inf,1368.0,1948.0,1382.0,inf,inf,inf
MLTGY3pp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2376.0,2638.0,2260.0,inf,inf,inf,2424.0,2672.0,2521.0,inf,inf,inf,1368.0,1948.0,1382.0,inf,inf,inf
MLTGY4pp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2376.0,2638.0,2260.0,inf,inf,inf,2424.0,2672.0,2521.0,inf,inf,inf,1368.0,1948.0,1382.0,inf,inf,inf
MNHNAtpp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,256.0,332.0,310.0,inf,inf,inf,306.0,272.0,420.0,inf,inf,inf,124.0,228.0,302.0,inf,inf,inf
MNabc_1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1260.0,1350.0,978.0,inf,inf,inf,1234.0,1276.0,914.0,inf,inf,inf,566.0,938.0,856.0,inf,inf,inf
MNtex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOADSUx,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
MOAT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
MOAT_1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1102.0,1180.0,872.0,inf,inf,inf,1224.0,1028.0,958.0,inf,inf,inf,462.0,772.0,699.0,inf,inf,inf
MOBDabcpp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,636.0,576.0,584.0,inf,inf,inf,652.0,520.0,550.0,inf,inf,inf,196.0,354.0,326.0,inf,inf,inf
MOBDtex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOCOS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
MOGDS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
MOHMT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2550.0,2910.0,2227.0,inf,inf,inf,3198.0,2387.0,2480.0,inf,inf,inf,1680.0,1922.0,2366.0,inf,inf,inf
MPML,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5998.0,7573.0,5653.0,inf,inf,inf,5680.0,5829.0,5314.0,inf,inf,inf,3502.0,4646.0,4244.0,inf,inf,inf
MPOMC1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
MPOMC1_1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,85879.0,89608.0,80160.0,inf,inf,inf,76818.0,71270.0,80046.0,inf,inf,inf,66095.0,58725.0,50418.0,inf,inf,inf
MPOMMM,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,85879.0,89608.0,80160.0,inf,inf,inf,76818.0,71270.0,80046.0,inf,inf,inf,66095.0,58725.0,50418.0,inf,inf,inf
MPOMOR,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
MPOMOR_1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,85879.0,89608.0,80160.0,inf,inf,inf,76818.0,71270.0,80046.0,inf,inf,inf,66095.0,58725.0,50418.0,inf,inf,inf
MPOMT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
MPOMT_1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4500.0,5313.0,4047.0,inf,inf,inf,4575.0,4742.0,4430.0,inf,inf,inf,2433.0,3545.0,3378.0,inf,inf,inf
MPPM,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
MPTAT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
MPTG,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4195.0,4096.0,3274.0,inf,inf,inf,3688.0,3396.0,3224.0,inf,inf,inf,1934.0,2592.0,2150.0,inf,inf,inf
MPTG2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4195.0,4096.0,3274.0,inf,inf,inf,3688.0,3396.0,3224.0,inf,inf,inf,1934.0,2592.0,2150.0,inf,inf,inf
MPTS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
MPTSS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
MSBENZMT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2696.0,2884.0,2438.0,inf,inf,inf,3315.0,2438.0,2736.0,inf,inf,inf,1396.0,2194.0,2418.0,inf,inf,inf
MTAP,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3328.0,3414.0,3044.0,inf,inf,inf,3338.0,2444.0,2921.0,inf,inf,inf,1517.0,2006.0,2086.0,inf,inf,inf
MTHFC,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7233.0,7768.0,6809.0,inf,inf,inf,7842.0,6340.0,6694.0,inf,inf,inf,3916.0,4960.0,5803.0,inf,inf,inf
