Label,Se_axen_d4_1,Se_axen_d4_2,Se_axen_d4_3,Se_axen_d6_1,Se_axen_d6_2,Se_axen_d6_3,Se_axen_d8_1,Se_axen_d8_2,Se_axen_d8_3
SYNPCC7942_RS08545,9287,10487,8467,9828,9058,9614,4914,8549,7391
SYNPCC7942_RS08550,20368,20698,21187,24795,21489,27187,14125,18343,18443
SYNPCC7942_RS08555,21276,22424,19217,22912,17922,19708,11419,12315,12176
SYNPCC7942_RS08560,3929,4624,3650,3782,3742,3681,2690,2876,2862
SYNPCC7942_RS08565,4022,4056,3688,4475,3591,4322,2058,2783,3041
SYNPCC7942_RS08570,1906,1996,1669,1792,1638,1748,990,1308,1170
SYNPCC7942_RS08575,604,732,610,602,514,536,288,358,358
SYNPCC7942_RS08580,4705,4949,4464,4940,4234,4262,2734,3272,3452
SYNPCC7942_RS08585,4326,4459,4224,4350,4027,4452,2965,3506,3297
SYNPCC7942_RS08590,962,1034,902,910,752,1044,586,590,534
SYNPCC7942_RS08595,526,598,442,470,544,448,292,406,386
SYNPCC7942_RS08600,332,346,240,324,207,276,166,164,230
SYNPCC7942_RS08605,1696,1634,1398,1910,1596,1528,1290,1498,1444
SYNPCC7942_RS14045,614,484,410,640,476,626,318,414,332
SYNPCC7942_RS08610,2046,2228,1800,2102,1850,1950,990,1480,1554
SYNPCC7942_RS08615,1262,1228,938,1324,976,1228,570,688,754
SYNPCC7942_RS08620,1178,1223,941,1186,1120,1268,532,904,900
SYNPCC7942_RS08625,6502,7265,5608,6390,6052,5755,3121,4360,3673
SYNPCC7942_RS08630,2730,3178,2521,2865,2695,2815,1690,1934,1672
SYNPCC7942_RS08635,8925,9748,9492,10126,9044,9212,5663,7599,8309
SYNPCC7942_RS08640,1108,1030,972,1250,901,1248,626,706,800
SYNPCC7942_RS08645,2960,2872,2874,3548,2330,3050,2240,1790,2749
SYNPCC7942_RS08650,2486,2773,2120,2554,2354,2311,1082,1880,2021
SYNPCC7942_RS08655,780,843,724,686,617,722,366,512,432
SYNPCC7942_RS08660,5593,5251,5259,5989,4470,5503,2912,3229,3750
SYNPCC7942_RS14050,626,672,505,688,522,666,358,520,614
SYNPCC7942_RS08670,15769,16268,14519,16935,13692,15201,8151,11358,11894
SYNPCC7942_RS08675,6912,7038,5780,7955,6344,7167,4083,5952,6028
SYNPCC7942_RS13795,24232,24891,19834,19846,16877,16132,15556,12782,15137
SYNPCC7942_RS08680,9207,9427,7960,9524,8134,8537,4363,5656,5392
SYNPCC7942_RS08685,2198,2572,2073,2382,1898,1992,1342,1422,1498
SYNPCC7942_RS08690,2256,2502,1994,2065,1799,1908,996,1424,1496
SYNPCC7942_RS08695,3465,3488,2873,3324,2948,3042,1894,2362,2540
SYNPCC7942_RS08700,19281,20589,17098,23749,19399,20444,10546,17591,18617
SYNPCC7942_RS08705,6029,7207,4878,9418,6873,7058,3636,7378,8020
SYNPCC7942_RS08710,380,362,238,398,284,360,170,218,262
SYNPCC7942_RS08715,2590,2829,2600,2728,2262,2406,1282,1832,1968
SYNPCC7942_RS08720,714,992,676,810,674,726,310,596,584
SYNPCC7942_RS08725,2298,2424,2072,2220,2012,2264,1161,1610,1320
SYNPCC7942_RS08730,41354,39745,39190,44818,34841,39876,21181,31206,35910
SYNPCC7942_RS08735,7080,7052,6670,6684,6059,6791,3933,4022,4002
SYNPCC7942_RS08740,5233,5603,4515,4785,4464,4440,2995,3391,3024
SYNPCC7942_RS08745,22592,24038,20236,20438,19268,20643,11023,13397,12301
SYNPCC7942_RS08750,4983,5455,4641,4928,4937,4792,3105,3540,3434
SYNPCC7942_RS08755,5714,6036,4883,4989,5117,3936,2396,4011,3035
SYNPCC7942_RS08760,6410,6673,5797,6534,5218,5300,3882,4696,5267
SYNPCC7942_RS08765,2510,2564,2436,2792,2310,3040,1326,1818,2034
SYNPCC7942_RS08770,4169,4691,3689,4341,3969,4088,2986,3576,3436
SYNPCC7942_RS08775,8296,7471,6645,8246,6938,8378,11229,6699,7309
SYNPCC7942_RS08780,8545,8464,8098,9374,8287,9595,6097,7028,6258
SYNPCC7942_RS08785,2110,2109,1818,2624,2017,2440,1234,1738,1644
SYNPCC7942_RS08790,1278,1448,1052,1352,1244,1007,592,977,999
SYNPCC7942_RS08795,1878,2256,1915,2268,1530,1710,1332,1202,1584
SYNPCC7942_RS08800,2042,2260,1979,2198,2014,2342,1058,1444,1390
SYNPCC7942_RS08805,3635,3818,3834,3406,3293,4074,2503,2466,2386
SYNPCC7942_RS08810,864,1124,788,822,866,794,481,542,632
SYNPCC7942_RS08815,2337,2440,2094,2266,2166,1862,1128,1568,1757
SYNPCC7942_RS08820,12638,11942,11292,13066,10105,11268,6491,7792,9382
SYNPCC7942_RS08825,39045,36108,34494,35916,28214,30922,17498,19267,21931
SYNPCC7942_RS08830,31301,33520,29140,25228,23515,23348,13928,16149,17281
SYNPCC7942_RS08835,20428,20486,18914,18728,15669,18098,12055,10210,11160
SYNPCC7942_RS08840,44310,43930,41156,39174,34017,41750,22349,23644,22749
SYNPCC7942_RS08845,38820,39073,37684,35169,28403,33076,20151,19847,21231
SYNPCC7942_RS08850,5218,4519,5095,4606,3894,5637,2179,2625,2694
SYNPCC7942_RS08855,2932,3102,2580,2788,2278,2390,1262,1548,1782
SYNPCC7942_RS08860,12476,14068,11469,11006,11920,11119,6390,7626,7224
SYNPCC7942_RS08865,67078,78294,56056,59050,62378,54704,32931,50906,34382
SYNPCC7942_RS08870,17057,20326,15972,12769,14954,12367,8058,10819,9231
SYNPCC7942_RS08875,916,1076,785,1002,942,944,536,704,683
SYNPCC7942_RS08880,1920,1966,1674,2130,1880,1804,928,1373,1402
SYNPCC7942_RS08885,101541,102626,99422,124844,99187,107289,76423,99385,91097
SYNPCC7942_RS08890,10399,10749,10111,13623,10931,12768,6675,9732,10742
SYNPCC7942_RS08895,2508,2863,2246,3275,2855,2773,1438,2831,2638
SYNPCC7942_RS08900,14713,15270,14441,16253,14004,14295,7542,12548,12509
SYNPCC7942_RS08905,37433,37401,38395,43029,34928,39570,22248,28764,30106
SYNPCC7942_RS08910,47643,44225,52146,56394,45247,58669,29986,36503,35930
SYNPCC7942_RS08915,9651,10795,8480,10562,10064,11257,6187,8594,8829
SYNPCC7942_RS08920,694,876,566,728,568,528,418,550,612
SYNPCC7942_RS14180,780,866,663,700,582,572,336,553,584
SYNPCC7942_RS08925,13907,15191,11940,13622,12462,10686,6032,8007,7488
SYNPCC7942_RS08930,97936,101060,105597,67629,60039,74605,77512,37649,32924
SYNPCC7942_RS14055,644,654,656,427,360,447,577,208,198
SYNPCC7942_RS08935,18688,19246,17597,22817,17718,20523,10712,15252,16124
SYNPCC7942_RS14060,631,751,688,656,579,527,366,397,476
SYNPCC7942_RS08945,7043,7458,5689,6202,5378,5514,3378,4537,3648
SYNPCC7942_RS08950,19136,19893,16285,18511,18466,18274,8638,14064,11804
SYNPCC7942_RS08955,20196,21948,17423,19332,18439,15894,9586,16336,17713
SYNPCC7942_RS08960,3322,3505,2781,3590,3066,2920,1784,2495,2504
SYNPCC7942_RS08965,2168,2213,2073,2300,1600,1834,1106,1300,1401
SYNPCC7942_RS08970,2528,2520,2142,2786,2215,2448,1234,1862,2134
SYNPCC7942_RS08975,3109,2895,2436,3481,2702,2335,1446,1881,2698
SYNPCC7942_RS08980,7026,6595,5274,8146,6816,6657,3556,4794,6304
SYNPCC7942_RS08985,2090,2133,2034,1997,1738,2211,1222,1296,1260
SYNPCC7942_RS08990,959,1280,1012,1094,1002,944,518,842,965
SYNPCC7942_RS08995,712,804,658,658,646,674,374,466,522
SYNPCC7942_RS09000,26943,28876,24733,27643,23452,25114,13322,18371,19291
SYNPCC7942_RS09005,26141,25587,23451,24469,20710,24903,13145,16283,15122
SYNPCC7942_RS09010,2240,2567,1884,1746,1723,1262,844,1398,1621
SYNPCC7942_RS09015,25586,25094,22777,20572,18815,16815,10453,14984,16665
SYNPCC7942_RS09020,2650,2405,2176,2415,1872,1774,967,1582,1798
SYNPCC7942_RS09025,1882,1818,1719,1680,1288,976,1328,908,1090
SYNPCC7942_RS09030,3466,3444,3309,3901,2900,3205,2258,2154,2212
SYNPCC7942_RS09035,11992,13206,9571,13649,13720,12174,5218,13437,10530
SYNPCC7942_RS09040,2464,2574,1980,2710,2523,2268,900,2282,1838
SYNPCC7942_RS09045,7222,7993,6584,8874,7426,7510,3842,6447,7697
SYNPCC7942_RS09050,1401,1997,1422,1272,1431,1318,899,1042,949
SYNPCC7942_RS09055,43256,54684,44007,40704,51265,52625,21903,37223,31709
SYNPCC7942_RS09060,19560,20899,19977,23349,19114,22889,11393,14682,13444
SYNPCC7942_RS09065,169607,160004,192780,190843,123040,173768,142142,74755,86804
SYNPCC7942_RS09070,6068,6047,5692,5837,4025,5314,4789,2392,2558
SYNPCC7942_RS09075,6955,7658,6722,7465,6842,7825,4221,5880,4872
SYNPCC7942_RS09080,6342,7237,6036,7382,6485,5936,3640,5690,5965
SYNPCC7942_RS09085,16697,18787,16797,21575,18388,20087,8699,16786,16660
SYNPCC7942_RS09090,9047,8792,9111,10099,7241,6791,5594,5840,6664
SYNPCC7942_RS09095,478,614,480,560,590,534,238,488,300
SYNPCC7942_RS09100,4352,5010,3947,6075,5430,5237,1874,4834,5190
SYNPCC7942_RS09105,31810,35448,31362,35259,29075,34037,24767,24045,27328
SYNPCC7942_RS09110,3202,3537,2611,3452,3302,2862,1724,3143,2908
SYNPCC7942_RS09115,3758,4075,2978,3726,3996,3886,1710,3834,3288
SYNPCC7942_RS09120,2358,2698,2109,2834,2568,2725,1158,2198,2094
SYNPCC7942_RS09125,1318,1544,1239,1278,1289,1192,708,982,1136
SYNPCC7942_RS09130,40906,38783,33678,41872,34239,31981,17413,26144,23804
SYNPCC7942_RS09135,2528,2260,2087,2381,2371,2332,1087,1636,1542
SYNPCC7942_RS09140,3306,3778,3507,4659,4072,4591,2284,3756,3115
SYNPCC7942_RS09145,46868,51815,50194,66492,60565,66066,32415,61477,47485
SYNPCC7942_RS09150,1430,1724,1522,1744,1538,1628,812,1493,1080
SYNPCC7942_RS09155,3770,4064,3148,3706,3155,3170,1728,2408,2398
SYNPCC7942_RS09160,10203,10676,9269,10333,9202,6195,4832,6879,6864
SYNPCC7942_RS09165,4158,4719,4577,4080,4253,4470,2156,2744,2738
SYNPCC7942_RS09170,510,526,414,576,522,500,202,398,354
SYNPCC7942_RS09175,3145,3616,3278,3364,3168,2914,1974,2284,2308
SYNPCC7942_RS09180,466,516,420,526,440,396,216,366,415
SYNPCC7942_RS09185,564,586,456,556,514,538,258,280,362
SYNPCC7942_RS09190,52134,57615,57283,63552,54223,61656,36036,50584,49502
SYNPCC7942_RS09195,18087,19288,18870,18960,18344,20880,10265,15340,14478
SYNPCC7942_RS09200,17194,16255,16327,15986,13631,18305,9096,10239,12042
SYNPCC7942_RS14065,2491,2634,2071,2528,2158,1685,1182,1652,1993
SYNPCC7942_RS09205,39899,35074,40288,36795,29235,27591,27751,20614,15699
SYNPCC7942_RS09210,1442,1592,1214,1596,1288,1307,746,1012,1130
SYNPCC7942_RS09215,2088,2372,2010,2128,1886,1808,906,1461,1588
SYNPCC7942_RS09220,8705,9533,7819,8732,7663,7808,4067,6018,5817
SYNPCC7942_RS09225,1459,1549,1152,1339,1078,1181,731,898,772
SYNPCC7942_RS09230,388,439,288,384,278,212,144,214,198
SYNPCC7942_RS09235,1463,1470,1080,1520,1180,1088,752,1010,978
SYNPCC7942_RS09240,215502,210373,207964,245241,173919,188294,180870,170868,156031
SYNPCC7942_RS09245,50879,35858,64714,54733,26511,53526,36202,19665,24229
SYNPCC7942_RS14185,4808,4359,4441,7026,4048,4161,3444,3281,3874
SYNPCC7942_RS09250,6636,7102,6491,6806,5615,5552,3911,3972,4930
SYNPCC7942_RS09255,5950,6303,6417,5863,4850,4696,3788,3143,4443
SYNPCC7942_RS09260,926,1047,842,868,899,722,454,632,706
SYNPCC7942_RS09265,5585,6177,5418,6544,5699,6141,3187,4243,4205
SYNPCC7942_RS09270,19904,19805,18971,18860,15583,16782,11628,10799,11647
SYNPCC7942_RS09275,5514,5390,4943,5024,3924,4235,2938,3117,3635
SYNPCC7942_RS09280,9623,10709,9296,9519,8270,7667,5169,6440,7426
SYNPCC7942_RS09285,66181,68967,69719,63664,55094,59419,43149,43958,46977
SYNPCC7942_RS09290,53754,58310,51110,47165,46846,47413,29540,39675,34422
SYNPCC7942_RS09295,8594,9179,7014,7753,7914,6677,5242,6438,4862
SYNPCC7942_RS09300,3638,3868,3484,3068,3390,3241,1542,2393,2120
SYNPCC7942_RS09305,2539,2982,2403,2178,2250,2192,1326,1524,1196
SYNPCC7942_RS09310,3585,4250,3357,3413,3273,2844,1954,2655,2530
SYNPCC7942_RS09315,11971,12349,12675,14117,10129,13227,9920,9318,10104
SYNPCC7942_RS09320,14623,14725,13210,15238,12370,12165,7456,9877,10633
SYNPCC7942_RS09325,52870,55429,58642,56699,43151,53729,32870,28984,29495
SYNPCC7942_RS09330,3729,4358,3676,5264,4098,4979,2164,3584,4646
SYNPCC7942_RS09335,1602,1636,1438,1500,1422,1120,688,1090,932
SYNPCC7942_RS09340,5763,6189,5753,5511,4885,5710,3236,3742,4348
SYNPCC7942_RS09345,5846,6053,5012,6632,5193,4819,2748,3757,4445
SYNPCC7942_RS09350,920,908,650,866,751,742,416,676,774
SYNPCC7942_RS09355,4411,4084,4204,4491,3637,4193,2675,2756,3014
SYNPCC7942_RS09360,4818,4894,5382,3866,3689,4413,4667,2920,2718
SYNPCC7942_RS09365,106447,106767,92728,106918,85794,99524,49691,69808,69007
SYNPCC7942_RS09370,23733,25226,19654,27112,22290,21448,11252,19763,21896
SYNPCC7942_RS09375,24984,27265,20415,27715,22929,23182,11015,19038,21038
SYNPCC7942_RS09380,124923,121907,129239,150344,116481,140833,92352,73794,107614
SYNPCC7942_RS09385,1434,1686,1452,1578,1431,1448,862,1150,1136
SYNPCC7942_RS09390,8388,7776,7622,6969,6659,7092,4635,4100,4272
SYNPCC7942_RS09395,3455,3485,3134,3553,2752,3352,2568,1910,2122
SYNPCC7942_RS09400,2158,2082,1860,1918,1678,1872,1136,1174,1097
SYNPCC7942_RS09405,2094,1966,1746,1888,1548,1693,920,1210,1394
SYNPCC7942_RS09410,922,766,606,890,680,740,486,524,528
SYNPCC7942_RS09415,1018,966,832,1006,782,814,448,634,740
SYNPCC7942_RS09420,2724,2801,2298,2250,2230,2320,1368,1472,1484
SYNPCC7942_RS09425,59661,62511,54756,52127,46482,49066,55792,33220,33706
SYNPCC7942_RS09430,14861,14037,14336,14809,12897,14218,7530,8890,8834
SYNPCC7942_RS09435,8137,8354,7605,8539,7460,7675,3901,5400,5594
SYNPCC7942_RS09440,2852,3546,2748,2817,2851,2580,1390,2238,2014
SYNPCC7942_RS09445,32120,34207,29568,34614,33589,36313,17366,28393,22055
SYNPCC7942_RS09450,5191,5670,4552,5811,5497,5384,2615,4494,3874
SYNPCC7942_RS09455,3006,3216,2795,3068,2860,3354,1702,2603,2235
SYNPCC7942_RS09460,1122,1258,1086,1272,1176,1226,706,966,798
SYNPCC7942_RS09465,6237,6799,6108,7802,5548,5951,3900,3832,5088
SYNPCC7942_RS09470,2134,2284,1948,1986,1554,1622,1190,1448,1333
SYNPCC7942_RS09475,424,532,370,498,492,414,170,444,298
SYNPCC7942_RS09480,690,620,386,662,604,638,250,508,420
SYNPCC7942_RS09485,84559,89411,78164,112035,92297,101638,44402,91783,91516
SYNPCC7942_RS09490,23577,26478,20154,33811,29163,29363,12184,31697,28941
SYNPCC7942_RS13800,4587,4464,4883,5695,4647,6515,3379,3428,3190
SYNPCC7942_RS09495,2085,1866,1752,2058,1932,1726,954,1312,1332
SYNPCC7942_RS09500,3413,3078,2988,3382,2715,3237,1804,2144,2391
SYNPCC7942_RS09505,1474,1590,1198,1522,1318,1388,882,926,1048
SYNPCC7942_RS09510,8184,9499,7646,9095,8241,7552,4299,7449,8320
SYNPCC7942_RS09515,2962,3099,2279,2462,2407,1860,1320,1626,1520
SYNPCC7942_RS09520,13000,12701,10226,13864,11423,11728,5898,9960,8193
SYNPCC7942_RS09525,4205,4285,3584,4882,3779,3953,1916,3110,3344
SYNPCC7942_RS09530,5729,5960,4695,5952,5318,5004,2551,4312,4552
SYNPCC7942_RS09535,2966,3175,2672,2378,2262,2126,1328,1641,1718
SYNPCC7942_RS09540,3564,4009,2900,2858,2576,2584,1962,2066,1844
SYNPCC7942_RS09545,37871,42589,37481,33392,31699,31570,30409,25442,24197
SYNPCC7942_RS09550,3837,4288,3853,4477,3686,3794,2964,2864,3300
SYNPCC7942_RS09555,1669,1806,1622,1485,1530,1555,916,1117,974
SYNPCC7942_RS09560,2730,3174,2260,2248,2469,2128,1706,1980,1508
SYNPCC7942_RS09565,4543,4787,4184,4576,4154,4054,2282,3284,3094
SYNPCC7942_RS09570,1526,1432,1374,1420,1272,1340,702,884,856
SYNPCC7942_RS09575,2692,2702,2256,2046,2039,2052,1430,1262,1160
SYNPCC7942_RS09580,27960,28856,25107,18481,18212,17431,18179,11912,9968
SYNPCC7942_RS09585,55499,50582,62418,53852,39099,65687,28904,23617,29983
SYNPCC7942_RS09590,15127,15293,14398,14132,12397,13593,7791,8122,9315
SYNPCC7942_RS09595,3745,3920,3478,3807,3403,3826,1454,2670,2395
SYNPCC7942_RS09600,1696,1684,1504,1702,1288,1418,734,1066,1102
SYNPCC7942_RS09605,4083,4330,3525,3471,3353,3168,1756,2746,2565
SYNPCC7942_RS09610,10984,12307,9731,11708,9873,10496,6439,8750,10259
SYNPCC7942_RS09615,4125,5092,3976,3354,3794,3156,1550,2472,1970
SYNPCC7942_RS09620,2570,2854,2214,2378,1913,2016,1146,1438,1671
SYNPCC7942_RS09625,25458,29543,26195,31050,24490,24751,15139,20925,24540
SYNPCC7942_RS09630,1096,1118,848,905,830,780,542,666,574
SYNPCC7942_RS09635,3678,3807,3490,3307,2913,3597,1992,1927,2004
SYNPCC7942_RS09640,2966,2887,2568,2650,2530,2728,1484,1614,1782
SYNPCC7942_RS09645,3534,3468,2874,3410,3153,3346,1548,2080,2158
SYNPCC7942_RS09650,10626,9733,9289,9683,8709,9351,4320,6115,5596
SYNPCC7942_RS09655,23471,23410,20634,22269,20757,20799,12098,16139,15020
SYNPCC7942_RS09660,32824,33856,29713,29184,27059,28115,15548,19556,17621
SYNPCC7942_RS09665,9344,9206,8312,8611,7804,8947,5086,5681,5898
SYNPCC7942_RS09670,85879,89608,80160,76818,71270,80046,66095,58725,50418
SYNPCC7942_RS09675,7860,8900,8309,8576,7924,8541,6203,7093,6922
SYNPCC7942_RS09680,3634,3487,2750,2884,2400,2508,1443,1800,1670
SYNPCC7942_RS09685,2406,2490,1888,2172,1858,1804,1130,1430,1474
SYNPCC7942_RS09690,34376,36087,31337,33951,31513,31390,15710,25612,24930
SYNPCC7942_RS09700,7467,7500,6362,8536,6164,7249,3429,5250,6283
SYNPCC7942_RS09705,25251,28870,24879,18537,19726,18136,21172,13108,11524
SYNPCC7942_RS09710,5829,6449,4923,4972,5016,3956,2885,3370,3100
SYNPCC7942_RS09715,31683,31891,33213,39687,29359,32915,25851,21322,23680
SYNPCC7942_RS09720,7784,7940,6900,8064,6717,7337,4748,4705,4983
SYNPCC7942_RS09725,4142,5157,4117,4887,4774,4068,2580,3457,3607
SYNPCC7942_RS09730,2726,3036,2367,3116,2894,3035,1498,2506,2112
SYNPCC7942_RS09735,4315,4400,3854,3938,3567,4078,2218,2520,2498
SYNPCC7942_RS09740,7937,8084,6567,7078,6846,6589,3499,5291,5194
SYNPCC7942_RS09745,27384,28490,25602,24927,22277,24246,14157,17603,18053
SYNPCC7942_RS09750,1379,1352,1114,1471,1050,1231,794,932,905
SYNPCC7942_RS09755,31255,32616,32569,38593,27122,28596,20976,22550,28899
SYNPCC7942_RS09760,42213,43832,37800,59401,45815,52045,24235,44224,45190
SYNPCC7942_RS09765,4179,4731,3817,4215,3480,3488,2253,2650,2458
SYNPCC7942_RS09770,3745,3984,3480,3698,3470,3238,1922,2654,2088
SYNPCC7942_RS09775,1635,1842,1621,1819,1670,1835,880,1062,980
SYNPCC7942_RS09780,1122,1228,1008,1060,880,916,588,786,870
SYNPCC7942_RS09785,3729,4119,3336,3801,2982,2308,1794,2858,3979
SYNPCC7942_RS09790,22710,22855,21498,25526,20966,23868,12160,20306,19028
SYNPCC7942_RS09795,11381,11722,11196,12816,9766,12124,6431,8781,9985
SYNPCC7942_RS09800,6639,6612,6176,6834,5316,6409,3428,4492,4876
SYNPCC7942_RS09805,3927,4102,3750,3614,3820,3420,2008,2810,2436
SYNPCC7942_RS09810,4955,5751,4440,6192,5522,4734,2558,5393,5269
SYNPCC7942_RS09815,5394,6198,5639,8049,6968,8108,3699,6670,5870
SYNPCC7942_RS09820,4888,4951,4638,5821,4479,5424,3078,3613,3485
SYNPCC7942_RS09825,6030,6139,5437,6237,6011,6293,3853,4629,3588
SYNPCC7942_RS09830,18128,18792,17281,20413,16980,17328,10330,14534,13355
SYNPCC7942_RS09835,668,648,562,632,496,546,308,400,432
SYNPCC7942_RS09840,384,408,436,316,248,264,180,202,206
SYNPCC7942_RS09845,1827,2142,1566,1958,1630,1548,864,1314,1534
SYNPCC7942_RS09850,738,840,596,742,642,714,408,544,578
SYNPCC7942_RS09855,6009,6202,4998,6201,5268,5584,3260,4588,3626
SYNPCC7942_RS09860,14156,15652,12087,14274,12876,12540,7372,10519,10274
SYNPCC7942_RS09865,27697,29228,22701,25714,22790,20768,12715,17761,19074
SYNPCC7942_RS09870,5895,6081,5394,6013,5906,6042,3316,4851,4778
SYNPCC7942_RS09875,1452,1446,1528,1190,1128,1128,888,752,962
SYNPCC7942_RS09880,23331,25510,21510,27883,25996,28402,13868,23768,20583
SYNPCC7942_RS09885,3556,3906,3096,2923,2905,2735,2001,2210,2324
SYNPCC7942_RS09890,29040,29117,30482,33833,26458,32091,21137,17863,16852
SYNPCC7942_RS09895,14724,13915,14894,15911,13232,15956,9195,8601,8708
SYNPCC7942_RS09900,2818,2909,2479,3143,2689,2571,1688,2048,2142
SYNPCC7942_RS09905,1310,1310,1280,1611,1250,1620,795,632,774
SYNPCC7942_RS09910,3052,3038,3096,3842,2716,3437,2147,2007,2520
SYNPCC7942_RS09915,1782,1750,1631,1595,1518,1624,780,1191,1110
SYNPCC7942_RS09920,9470,10974,8409,9034,9466,9445,4582,7558,6488
SYNPCC7942_RS14190,1066,1312,924,890,956,756,618,827,762
SYNPCC7942_RS09925,33865,34258,31329,37179,28635,32993,22955,23819,25326
SYNPCC7942_RS09930,1859,2078,1946,1849,1758,1984,1220,1680,1506
SYNPCC7942_RS09935,7419,8678,8194,9632,8443,8008,5138,7633,7427
SYNPCC7942_RS09940,7261,8590,6557,6126,5904,5260,3484,4346,4538
SYNPCC7942_RS09945,4672,5935,4846,5499,5493,4961,2400,3924,4544
SYNPCC7942_RS09950,1152,1277,1054,1062,1092,888,500,788,786
SYNPCC7942_RS09955,3685,4280,3351,3113,3046,2213,1958,2414,2939
SYNPCC7942_RS09960,3578,3940,3205,4011,3352,3724,1738,2828,2940
SYNPCC7942_RS09965,9292,9624,8307,9570,7222,7424,5869,6108,6836
SYNPCC7942_RS09970,9870,10775,8953,9331,8014,8494,5226,6512,6564
SYNPCC7942_RS09975,2446,2586,2368,2586,2166,2446,1514,1389,1406
SYNPCC7942_RS09980,2900,3104,2538,2692,2464,2674,1368,1832,1820
SYNPCC7942_RS09985,7414,6951,7806,8201,6108,7847,4260,4656,5359
SYNPCC7942_RS09990,25954,22497,21648,19955,14440,17690,14770,11910,11377
SYNPCC7942_RS10000,3696,4214,2914,3232,3402,2904,1604,2489,2442
SYNPCC7942_RS10005,5692,6025,4445,4646,4692,3575,2436,3582,3056
SYNPCC7942_RS10010,6404,7269,5516,7103,6368,5612,3454,5005,4055
SYNPCC7942_RS10015,11628,13085,11213,10408,9259,9637,6937,5647,6096
SYNPCC7942_RS10020,161277,156712,167871,160004,133239,159054,96019,80295,92007
SYNPCC7942_RS10025,59076,66011,57016,50477,51972,52594,38078,37416,29804
SYNPCC7942_RS10030,4121,4570,3763,3818,4090,4402,2690,3037,2988
SYNPCC7942_RS10035,1898,2012,1594,2199,1832,1818,928,1524,1360
SYNPCC7942_RS10040,12442,12020,13152,13095,9507,12604,7399,7011,7683
SYNPCC7942_RS10045,1324,1315,1124,1074,980,1098,634,766,790
SYNPCC7942_RS10050,8093,7624,6892,5292,5433,4869,3578,4272,4201
SYNPCC7942_RS10055,17937,17591,14215,15700,14073,14396,8995,9804,8187
SYNPCC7942_RS10060,14202,13930,10849,13346,10931,12387,6730,8226,7966
SYNPCC7942_RS10065,4246,4688,3592,4576,3821,3949,2002,3388,3817
SYNPCC7942_RS10070,32198,34099,30392,40828,30129,33981,23374,27095,30652
SYNPCC7942_RS10075,88950,79373,96748,99758,65580,116182,117382,52744,57451
SYNPCC7942_RS10080,5149,4728,3816,5176,4424,4310,2018,3306,3320
SYNPCC7942_RS10085,6574,5515,4963,6988,5504,6480,3712,4932,4395
SYNPCC7942_RS10090,1789,1736,1336,1929,1722,1372,794,1370,1404
SYNPCC7942_RS10095,10777,11817,11466,8272,8422,8226,6706,4832,3716
SYNPCC7942_RS10100,1758,2208,1664,1972,1946,1774,780,1268,1368
SYNPCC7942_RS10105,1266,1414,1048,1378,1230,1214,558,935,772
SYNPCC7942_RS10110,2476,2444,1764,2032,2155,1838,960,1464,1202
SYNPCC7942_RS10115,3440,3839,2960,3675,2906,2762,1954,2288,2628
SYNPCC7942_RS10120,9798,9875,7583,9286,8191,8114,4341,6079,5677
SYNPCC7942_RS10125,1824,2418,1869,2735,2180,1455,1224,1482,1524
SYNPCC7942_RS10130,1200,1282,942,1174,961,952,488,708,684
SYNPCC7942_RS10135,86714,103387,88364,88471,85966,80801,54431,80459,70400
SYNPCC7942_RS10140,11006,11574,9540,11475,9875,9263,5532,8882,8990
SYNPCC7942_RS10145,1940,2166,1682,2280,1840,1670,974,1458,1556
SYNPCC7942_RS14070,84,98,80,112,102,124,58,72,102
SYNPCC7942_RS10155,10321,10797,10128,10923,9506,9911,5609,6749,7819
SYNPCC7942_RS10160,2404,2642,2625,2675,2280,3098,1368,1701,1514
SYNPCC7942_RS10165,3520,3453,3190,3245,3109,3223,1516,1872,1396
SYNPCC7942_RS10170,3984,4274,4158,4206,3248,4035,1902,2406,2819
SYNPCC7942_RS10175,5949,6690,5320,6854,5931,6080,2950,4536,4419
SYNPCC7942_RS10180,4851,5632,5119,6264,5261,5942,2610,3909,3656
SYNPCC7942_RS10185,1644,1934,1848,1504,1463,1322,836,1230,1572
SYNPCC7942_RS10190,7590,8628,7268,7774,7218,8187,3784,5910,5562
SYNPCC7942_RS10195,34809,36411,32013,23792,23284,22058,30198,15645,13948
