Label,Se_axen_d4_1,Se_axen_d4_2,Se_axen_d4_3,Se_axen_d6_1,Se_axen_d6_2,Se_axen_d6_3,Se_axen_d8_1,Se_axen_d8_2,Se_axen_d8_3
SYNPCC7942_RS06840,16150,17127,15158,20149,17023,18572,12151,16478,13478
SYNPCC7942_RS06845,2590,2549,2497,2146,1885,2102,1420,1256,1161
SYNPCC7942_RS06850,24272,23853,22592,25661,20332,24029,14317,16772,18561
SYNPCC7942_RS06855,4176,4572,4014,4012,4428,4256,2457,3726,3032
SYNPCC7942_RS06860,1924,2142,1636,1714,1708,1596,936,1156,1018
SYNPCC7942_RS06865,33804,34837,29472,26718,26215,24793,15148,17990,16038
SYNPCC7942_RS06870,21426,23038,20375,18093,15725,16318,11505,11622,10887
SYNPCC7942_RS06875,24248,25832,21925,22230,18609,19744,13270,13288,12248
SYNPCC7942_RS06880,6303,6601,5764,4788,4072,3963,3116,3007,2600
SYNPCC7942_RS06885,1207,1452,1210,1218,1524,1296,624,1214,859
SYNPCC7942_RS06890,1560,1768,1264,1582,1659,1642,1014,1308,1290
SYNPCC7942_RS06895,2046,2090,1850,2141,2059,2102,1092,1694,1848
SYNPCC7942_RS06900,168,168,156,126,128,174,66,66,68
SYNPCC7942_RS06905,1120,1224,984,900,890,716,522,616,536
SYNPCC7942_RS06910,10061,11863,10640,8837,9030,9712,7098,6346,5740
SYNPCC7942_RS06915,816,976,620,810,672,648,684,534,500
SYNPCC7942_RS06920,9105,8960,9238,8738,7639,8623,3759,5042,4810
SYNPCC7942_RS06925,20095,18107,17195,19378,15840,18346,8713,12332,12775
SYNPCC7942_RS06930,3871,3932,3388,4402,3107,3548,2210,2366,2648
SYNPCC7942_RS06935,28513,27387,25040,27123,23741,26727,16294,17595,18705
SYNPCC7942_RS06940,7790,7813,7334,8713,6959,7900,4646,5143,6008
SYNPCC7942_RS06950,11759,11936,11292,11701,10057,11379,5890,7571,7620
SYNPCC7942_RS06955,11628,14056,9460,11548,12672,10955,3097,9516,7527
SYNPCC7942_RS06960,6502,6487,6533,7449,5901,6485,4177,5374,5554
SYNPCC7942_RS06965,7870,8346,8129,10068,6906,8270,4972,5645,7703
SYNPCC7942_RS06975,17103,16131,15035,20991,13679,14441,6929,12065,16314
SYNPCC7942_RS06985,2904,2966,2590,2940,2674,2922,1704,2067,1728
SYNPCC7942_RS06990,3626,3854,3261,3561,2934,3262,2142,2414,2551
SYNPCC7942_RS06995,690,876,642,678,740,832,346,596,492
SYNPCC7942_RS07000,2604,2734,2438,2698,2287,2379,1778,2168,2746
SYNPCC7942_RS07005,1275,1688,1180,1658,1446,1478,924,1376,1432
SYNPCC7942_RS07010,2220,2332,2393,2495,2150,2326,1612,1366,1942
SYNPCC7942_RS07015,2286,2480,2232,2599,2180,2202,1480,1626,1866
SYNPCC7942_RS07020,15464,16300,15629,15885,14314,15578,8016,10706,11052
SYNPCC7942_RS07025,8440,8027,7503,8673,6422,8113,6126,5350,5881
SYNPCC7942_RS07030,5328,5590,4804,5638,4597,4946,2564,4003,4435
SYNPCC7942_RS07035,4475,4898,4444,6424,5752,6073,2736,6076,6166
SYNPCC7942_RS07040,4740,4852,3950,4666,4053,3554,2390,2909,2958
SYNPCC7942_RS07045,74369,73143,67731,83602,59714,72710,39764,50429,59037
SYNPCC7942_RS07050,1618,2016,1398,1544,1512,1429,792,1142,1106
SYNPCC7942_RS07055,132,186,112,214,178,154,44,70,66
SYNPCC7942_RS07060,4456,5023,4120,4078,4304,4582,2582,3079,2484
SYNPCC7942_RS07065,4476,4717,4840,4374,4075,4982,2636,2726,2917
SYNPCC7942_RS07070,6926,7288,6086,6590,5894,5670,3229,4774,5966
SYNPCC7942_RS07075,24853,23600,23780,22341,19853,23917,10184,12859,12548
SYNPCC7942_RS07080,8891,9132,8626,7487,5946,7485,5630,4424,4587
SYNPCC7942_RS07085,4890,5214,4956,6210,5054,5338,2517,4404,5298
SYNPCC7942_RS07090,2198,2616,2024,2284,2038,1940,1278,1638,1862
SYNPCC7942_RS07095,3341,3864,3021,3601,3464,2860,1548,2842,3145
SYNPCC7942_RS07100,4944,5714,4326,5700,5152,5085,2895,4278,4500
SYNPCC7942_RS07105,1482,1608,1384,1653,1370,1750,800,1241,1346
SYNPCC7942_RS07110,145893,173098,143367,154145,148119,133146,144656,111309,88984
SYNPCC7942_RS07115,3173,3631,3332,3641,3385,3499,3179,2763,2048
SYNPCC7942_RS07120,10709,11499,11931,12771,9735,11616,5583,6855,8868
SYNPCC7942_RS07125,1838,1988,1778,1836,1652,1808,770,1092,1168
SYNPCC7942_RS07130,1218,1280,1194,1332,1182,1356,600,868,1038
SYNPCC7942_RS07135,13971,14514,13545,16420,13202,15191,8614,11311,12713
SYNPCC7942_RS07140,2654,2479,2255,3116,2319,3038,1156,1929,2250
SYNPCC7942_RS07145,2939,3108,2766,3532,2759,3112,1662,2117,2584
SYNPCC7942_RS07150,44721,49687,48665,36509,36485,34075,35473,25987,31110
SYNPCC7942_RS07155,22283,24019,25093,22247,19433,28761,10468,15172,19315
SYNPCC7942_RS07160,12863,14622,15389,13581,11461,16027,6404,9401,13335
SYNPCC7942_RS07165,10623,12017,12046,11296,10010,13860,5180,8329,13052
SYNPCC7942_RS07170,8283,7923,8005,8497,6745,7291,3942,5375,7197
SYNPCC7942_RS07175,8471,9305,9465,9487,10123,12480,6015,6039,5064
SYNPCC7942_RS07180,2242,2192,2336,2262,1926,2393,1022,1492,1300
SYNPCC7942_RS07185,2100,2380,1972,2066,1780,1932,1044,1426,1528
SYNPCC7942_RS07190,3171,3323,3069,3830,2982,3389,1655,2443,2574
SYNPCC7942_RS07195,30538,32986,27282,34130,29414,28842,16453,22379,24129
SYNPCC7942_RS07200,47975,49878,39782,43847,42167,37906,20476,33825,27551
SYNPCC7942_RS07205,1568,1578,1452,1592,1498,1636,852,1138,1122
SYNPCC7942_RS07210,78190,71571,64304,79926,68775,63978,24386,48377,46927
SYNPCC7942_RS07215,133039,137937,133446,150662,127421,140792,88024,120758,110250
SYNPCC7942_RS07220,9812,10487,9923,11768,9382,11647,5623,7284,6818
SYNPCC7942_RS07225,35345,33596,39168,40679,29199,36613,20538,21292,22838
SYNPCC7942_RS07230,1852,2010,1558,1787,1643,1709,868,1270,1512
SYNPCC7942_RS07235,8915,10612,7718,11607,9771,9518,5674,9776,10170
SYNPCC7942_RS07240,49501,53375,48668,41239,41260,43952,31710,31733,25686
SYNPCC7942_RS07245,52797,56276,55047,55079,47564,54290,27315,37888,39870
SYNPCC7942_RS07250,4508,5018,4417,5765,4164,5670,2590,3612,3742
SYNPCC7942_RS07255,476,532,548,542,392,418,246,244,284
SYNPCC7942_RS07260,25676,24462,28109,28769,22058,30870,22640,13086,13766
SYNPCC7942_RS07265,20287,20542,20593,20694,17487,22841,13770,11663,10272
SYNPCC7942_RS07270,52881,71659,62740,35188,40704,42611,29157,19887,19556
SYNPCC7942_RS07275,7492,12004,9817,4209,5494,5226,4009,2230,2202
SYNPCC7942_RS07280,28089,40806,36808,17550,20823,22653,16560,9349,8652
SYNPCC7942_RS07285,2436,3341,2672,1698,1757,2030,1318,980,884
SYNPCC7942_RS07290,15242,17611,14886,18682,14428,14693,9272,13355,17014
SYNPCC7942_RS07295,287510,340365,309335,208308,210168,237152,188075,129844,114359
SYNPCC7942_RS07300,65711,76466,69136,53581,49813,61424,46020,31479,27682
SYNPCC7942_RS07305,2306,2370,2042,1954,1900,1978,996,1426,1272
SYNPCC7942_RS13755,69244,73637,62759,83760,56992,56159,19397,15557,17907
SYNPCC7942_RS07310,9092,9180,9336,9415,7392,9880,4144,5148,5626
SYNPCC7942_RS07315,14180,13632,13671,13451,11193,12381,6427,7346,8040
SYNPCC7942_RS07320,26208,27109,25986,27893,22519,29173,17994,17055,16584
SYNPCC7942_RS07325,22943,23910,22661,26618,20673,26875,13944,18373,21170
SYNPCC7942_RS07330,5328,6282,4361,6630,6513,6037,2851,6182,4680
SYNPCC7942_RS07335,31840,35081,31048,28938,25305,30305,20036,19669,18799
SYNPCC7942_RS07340,3960,4255,3503,4134,3541,3644,2174,2696,2454
SYNPCC7942_RS07345,1260,1207,1272,1018,888,946,548,584,700
SYNPCC7942_RS07350,8308,7730,8409,10042,8267,12593,5831,7030,6737
SYNPCC7942_RS07355,56649,52893,54248,72595,49187,69783,29695,38640,41001
SYNPCC7942_RS07360,215823,255780,185841,166053,178741,161332,42564,120936,88100
SYNPCC7942_RS07365,1556,1963,1240,1234,1308,996,570,919,944
SYNPCC7942_RS07370,822,984,694,816,768,680,376,706,639
SYNPCC7942_RS07375,964,993,822,888,846,1046,492,850,764
SYNPCC7942_RS07380,222,254,130,236,146,220,104,110,159
SYNPCC7942_RS07385,263813,268408,254591,259145,230649,252641,196523,179892,149347
SYNPCC7942_RS07395,9543,9158,9655,10471,8446,9893,5650,5466,6454
SYNPCC7942_RS07400,20757,19400,22664,21649,17468,24040,12716,10315,12195
SYNPCC7942_RS07405,4944,5396,4301,4332,4125,3454,2952,2410,1752
SYNPCC7942_RS07410,18234,17742,19579,23661,15911,23205,12102,13274,16108
SYNPCC7942_RS07415,6656,7091,6144,7430,5728,6386,3714,4956,5333
SYNPCC7942_RS07420,2790,3136,2548,2916,2779,3090,1608,2212,2098
SYNPCC7942_RS07425,7319,7704,6687,8051,6306,8271,5400,5350,4898
SYNPCC7942_RS07430,5582,5932,4957,5708,4974,5407,2792,4410,4223
SYNPCC7942_RS07435,10567,12094,10785,8546,8420,7984,6721,5982,6299
SYNPCC7942_RS07440,14674,16990,12462,12594,12399,11625,7175,9403,7477
SYNPCC7942_RS07445,4691,5294,3826,4813,4716,4054,1790,3524,3105
SYNPCC7942_RS07450,2696,2592,2306,2270,1990,1644,1046,1280,1364
SYNPCC7942_RS07455,1613,1814,1390,1644,1558,1418,876,1286,1103
SYNPCC7942_RS07460,2668,3147,2744,3184,3074,2986,1392,2834,2500
SYNPCC7942_RS07465,6545,6849,6936,8011,6267,8491,4293,5753,6379
SYNPCC7942_RS07470,14091,14546,15767,16780,12605,15881,8363,11879,14147
SYNPCC7942_RS07475,100169,100331,87526,83227,73792,76677,44151,54117,46229
SYNPCC7942_RS07480,94965,104204,82848,79467,81945,75488,45953,57510,44837
SYNPCC7942_RS07485,93971,86953,75568,80685,67540,70716,52513,49511,39941
SYNPCC7942_RS07490,197358,178626,141857,169369,171675,148923,124535,117016,105966
SYNPCC7942_RS07495,4041,3818,3366,4394,3312,3664,1619,2554,2806
SYNPCC7942_RS07500,14659,17543,15246,16869,13903,13716,8691,10662,12661
SYNPCC7942_RS07505,2336,2582,2118,2773,2305,2368,1088,1798,2058
SYNPCC7942_RS07510,2360,2296,2056,2346,2092,2372,1066,1721,1643
SYNPCC7942_RS07515,1126,1234,1012,1213,1194,1400,570,1106,1147
SYNPCC7942_RS13760,506,453,436,614,469,599,310,454,499
SYNPCC7942_RS07520,816,626,627,935,738,994,388,590,637
SYNPCC7942_RS07525,574,498,480,546,428,538,229,378,472
SYNPCC7942_RS07530,1658,1647,1766,2061,1734,2252,836,1424,1538
SYNPCC7942_RS07535,256,332,310,306,272,420,124,228,302
SYNPCC7942_RS07540,1298,1870,2016,1770,1760,1424,1412,830,978
SYNPCC7942_RS07545,885,854,920,724,720,648,520,460,512
SYNPCC7942_RS07550,2217,2558,2076,2595,2028,2066,1056,1472,1712
SYNPCC7942_RS07555,8537,7948,7621,8488,6850,8801,5874,4744,5349
SYNPCC7942_RS07560,7322,8064,6119,7312,6262,6250,6085,4706,4332
SYNPCC7942_RS07565,1408,1520,1162,1742,1369,1334,912,1112,1228
SYNPCC7942_RS07570,9799,10114,9128,12682,9823,10684,7665,10043,11824
SYNPCC7942_RS07575,5461,6156,4314,5147,5042,4875,2248,3718,2994
SYNPCC7942_RS07580,923,1062,714,854,790,690,456,588,542
SYNPCC7942_RS07585,14701,14712,12349,14062,12497,12872,7039,9154,8173
SYNPCC7942_RS07590,1488,1284,1256,1200,1044,1238,702,843,669
SYNPCC7942_RS07595,2836,2974,2544,2388,1992,2074,1898,1554,1402
SYNPCC7942_RS07600,21235,22991,19461,19834,19313,18462,13983,16662,14193
SYNPCC7942_RS07605,1248,1262,1746,1431,1612,1284,1180,803,804
SYNPCC7942_RS07610,476,560,694,580,660,632,502,412,386
SYNPCC7942_RS07615,3462,3475,3334,3471,3244,3088,2144,2350,2346
SYNPCC7942_RS07620,2261,2283,2426,2402,2262,2591,1406,1600,1652
SYNPCC7942_RS07625,1328,1536,992,890,982,860,478,750,602
SYNPCC7942_RS07630,1720,2008,1646,1783,1490,1736,1010,1188,1414
SYNPCC7942_RS07635,2538,2668,2348,2617,2298,2494,1360,1632,1639
SYNPCC7942_RS07640,1168,1360,1014,1110,940,1060,548,768,654
SYNPCC7942_RS07645,11012,12035,10832,10047,10530,10629,4899,7457,6462
SYNPCC7942_RS07650,5791,6678,5660,6520,6158,6075,3869,4094,4553
SYNPCC7942_RS07655,1970,2493,1938,2212,2088,2160,1370,1938,1604
SYNPCC7942_RS14015,112,179,104,184,172,132,110,132,154
SYNPCC7942_RS07660,19706,26788,21563,15466,16714,16863,16095,11592,11580
SYNPCC7942_RS07665,6197,6769,5204,5782,5004,4421,2845,4105,3814
SYNPCC7942_RS07670,20989,24508,22169,22954,21799,24338,11900,16180,13663
SYNPCC7942_RS07675,1516,1946,1391,1722,1583,1560,780,1200,1376
SYNPCC7942_RS07680,2132,2334,1992,2072,1916,1656,940,1570,1606
SYNPCC7942_RS07685,4824,4649,4847,5130,3714,5000,2812,3015,3514
SYNPCC7942_RS07690,12436,13610,13195,14156,12058,13938,8334,10544,10594
SYNPCC7942_RS07695,80981,78309,101848,101124,66477,88291,60503,58885,76936
SYNPCC7942_RS07700,1262,1184,1100,1488,1162,1569,616,942,1232
SYNPCC7942_RS07705,5072,5665,4490,5199,5062,5069,2590,4120,3275
SYNPCC7942_RS07710,5439,5686,4376,5311,4995,4880,2761,3398,3444
SYNPCC7942_RS07715,14863,16172,13885,18260,15414,15146,8750,13417,15122
SYNPCC7942_RS07720,4384,4880,4166,4480,3516,3424,3164,2575,3192
SYNPCC7942_RS07725,4502,4698,4182,5564,4122,4534,2754,3781,4877
SYNPCC7942_RS07730,7909,8136,6940,7471,7304,6960,3520,5678,4576
SYNPCC7942_RS07735,9926,10752,8925,8496,8734,8636,6080,6352,4993
SYNPCC7942_RS07740,2002,2242,1579,1877,1514,1336,1048,1084,1152
SYNPCC7942_RS07745,19851,20932,18262,22021,17449,18622,11693,15537,19107
SYNPCC7942_RS07750,3063,2958,2546,3013,2460,2465,1316,1992,2196
SYNPCC7942_RS07755,7368,7823,6784,8442,6883,7095,3782,5498,6165
SYNPCC7942_RS07760,4710,5262,4116,4888,4236,4640,2338,3518,3952
SYNPCC7942_RS07765,22946,25799,22763,29749,24686,26093,15009,23037,23684
SYNPCC7942_RS07770,29676,35005,26825,28160,27533,22644,16474,23088,22124
SYNPCC7942_RS07775,13800,13803,11564,12279,11521,9880,6905,10108,7950
SYNPCC7942_RS07780,167993,181946,154188,159747,137161,133424,89491,102514,91570
SYNPCC7942_RS07785,81916,86217,80289,73989,66818,69209,43866,45494,36463
SYNPCC7942_RS07790,142673,148622,136038,131320,108249,106150,72002,81052,74591
SYNPCC7942_RS07795,122747,132108,116698,137440,117687,121039,62845,107924,104506
SYNPCC7942_RS07800,1574,1769,1386,1242,1250,1034,751,852,974
SYNPCC7942_RS07805,13202,14457,13687,15327,12883,13686,7974,10667,11578
SYNPCC7942_RS07810,2522,2680,2340,2950,2328,2946,1626,1706,1752
SYNPCC7942_RS07815,1026,1246,824,964,1096,1062,516,816,748
SYNPCC7942_RS07820,636,576,584,652,550,590,370,354,326
SYNPCC7942_RS07825,2486,2390,2128,2971,2045,2538,1584,1956,2218
SYNPCC7942_RS07830,734,745,616,784,520,550,196,362,409
SYNPCC7942_RS07835,5895,5958,5762,6002,4873,5253,3234,3520,4226
SYNPCC7942_RS07840,6891,6414,5980,6760,5908,5994,4160,4667,3775
SYNPCC7942_RS07845,2450,2774,2436,2526,2832,3178,1718,2494,1975
SYNPCC7942_RS07850,4099,4462,3586,4260,3835,3886,1982,3096,2993
SYNPCC7942_RS07860,11443,10233,8890,11122,9509,8730,3925,7599,6720
SYNPCC7942_RS13770,191641,169996,172291,210564,179276,197735,107238,136357,99045
SYNPCC7942_RS07865,189196,180665,175891,166191,160616,142726,113424,123824,90290
SYNPCC7942_RS07870,2696644,2645640,2400900,2306376,2079156,1761648,1835560,1435125,1033786
SYNPCC7942_RS07875,2752,2554,2302,2318,2058,1870,1070,1550,2112
SYNPCC7942_RS07880,632,627,448,530,434,394,254,326,504
SYNPCC7942_RS07885,2640,2838,2264,2472,2046,1658,928,1688,2036
SYNPCC7942_RS07890,606,580,446,492,436,496,252,374,352
SYNPCC7942_RS07895,8964,9354,8375,10253,8241,9712,4940,6324,7009
SYNPCC7942_RS07900,1952,2044,1930,1836,1995,2312,996,1186,1180
SYNPCC7942_RS07905,3824,3648,3698,3999,3568,3924,1730,2430,2443
SYNPCC7942_RS07910,5393,5050,5715,5056,4414,5147,2726,3052,3452
SYNPCC7942_RS07915,14799,17435,13874,15112,15033,13241,8390,13597,11512
SYNPCC7942_RS07920,2419,2972,2250,2742,2404,2424,1284,2086,1970
SYNPCC7942_RS07925,20730,24125,18318,21100,20713,17608,10754,16291,16089
SYNPCC7942_RS07930,20893,24500,18271,23025,22053,20928,14545,18233,17077
SYNPCC7942_RS07935,34575,35951,37769,39121,32658,39089,22091,20741,18349
SYNPCC7942_RS07940,117323,120204,106972,122017,112655,124435,77782,96321,103108
SYNPCC7942_RS07945,1300,1246,1174,1217,1111,1024,698,836,902
SYNPCC7942_RS07950,3002,3163,2622,2862,2808,3108,1428,2096,2008
SYNPCC7942_RS07955,4665,5281,4453,5099,4048,4300,2566,3390,3646
SYNPCC7942_RS14170,234,268,194,252,256,190,112,208,180
SYNPCC7942_RS14020,1498,1321,1355,1924,1530,2110,976,1290,1296
SYNPCC7942_RS14025,2107,1819,1804,2514,2057,2361,1824,1828,2153
SYNPCC7942_RS07965,6311,5735,5059,7369,5746,5049,4622,5634,7492
SYNPCC7942_RS07970,7910,7106,6384,9535,7987,10301,5322,7113,7320
SYNPCC7942_RS07975,686,536,632,594,432,558,230,294,380
SYNPCC7942_RS14030,690,674,704,734,486,734,270,384,402
SYNPCC7942_RS07980,2148,2295,2392,1758,1352,1663,550,926,878
SYNPCC7942_RS07985,466,448,354,474,384,530,182,348,412
SYNPCC7942_RS07990,1528,1590,1538,1994,1536,1780,710,1482,1740
SYNPCC7942_RS07995,1352,1408,1114,1340,1084,985,628,878,1062
SYNPCC7942_RS08000,9973,10640,9113,9781,9431,9302,4070,6170,5670
SYNPCC7942_RS08005,11923,12584,14338,14041,9814,13210,10315,6457,8550
SYNPCC7942_RS14035,344,382,378,332,320,414,228,212,292
SYNPCC7942_RS08010,2166,2218,2599,2420,2067,3088,1382,1583,1782
SYNPCC7942_RS08015,4453,4743,4683,5335,4348,6120,3573,3098,3003
SYNPCC7942_RS08020,11390,12768,13455,12833,11101,13503,9549,7855,7891
SYNPCC7942_RS08025,2864,2607,2933,3003,2516,3216,1419,1780,1978
SYNPCC7942_RS08030,21901,20891,22310,22268,17782,20065,11569,10918,11189
SYNPCC7942_RS08035,19745,18441,21379,19789,16127,19472,11536,9865,10796
SYNPCC7942_RS08040,19911,18232,19504,19783,15341,19131,10167,9660,9700
SYNPCC7942_RS08045,5668,5176,5207,5630,4568,5288,2744,2964,3022
SYNPCC7942_RS08050,3622,3588,3468,3710,2936,3301,1762,1958,2086
SYNPCC7942_RS08055,6096,6344,5194,5328,4809,4711,3046,3546,3676
SYNPCC7942_RS08060,11178,12243,10156,12763,10535,11044,7565,8694,8737
SYNPCC7942_RS08065,1700,1576,1698,1667,1346,1846,930,1130,1350
SYNPCC7942_RS08070,2576,2500,2510,2397,1748,2144,1382,1410,1641
SYNPCC7942_RS08075,4497,4287,4240,4086,3466,3720,2130,2604,2610
SYNPCC7942_RS08080,3166,3417,2820,3290,2632,2774,1430,2026,2352
SYNPCC7942_RS08085,662,688,650,664,552,560,390,498,534
SYNPCC7942_RS08090,5386,5780,4654,5746,4722,5377,2709,3956,3978
SYNPCC7942_RS08095,4432,4764,4118,5411,4567,5070,2746,4288,3732
SYNPCC7942_RS14175,766,848,752,882,898,758,502,762,900
SYNPCC7942_RS08100,15712,14794,14147,13728,11063,13428,9049,8832,9070
SYNPCC7942_RS08105,22797,20605,24270,20829,15221,18350,15125,10450,14340
SYNPCC7942_RS08110,14876,16568,13566,16189,14860,13356,7420,12746,11268
SYNPCC7942_RS08115,2820,3166,2354,3040,2788,2510,1224,2384,2346
SYNPCC7942_RS08120,7850,8644,6933,8444,7249,8248,4395,5912,5468
SYNPCC7942_RS08125,14239,15576,12759,14395,12255,12708,8906,9953,9704
SYNPCC7942_RS08130,972,1094,872,954,952,966,534,638,656
SYNPCC7942_RS08135,31595,34422,29934,33350,29297,29443,19796,20608,20384
SYNPCC7942_RS08140,19530,21380,16469,16625,17118,15460,7889,12165,10844
SYNPCC7942_RS08145,17226,18143,15437,16119,14303,14351,8119,10597,10399
SYNPCC7942_RS08150,8530,9836,6549,10252,8485,8342,3729,7194,7243
SYNPCC7942_RS08155,14653,15837,11718,14472,13002,12837,6330,11279,8917
SYNPCC7942_RS08160,5478,6124,4664,6130,5201,5218,2485,4689,4190
SYNPCC7942_RS08165,15940,17560,13885,16786,15051,14264,7395,12951,12126
SYNPCC7942_RS08170,1894,2014,1650,1854,1826,1874,954,1232,1180
SYNPCC7942_RS13785,240,240,234,196,180,204,96,174,148
SYNPCC7942_RS08175,740,852,608,860,814,860,390,726,738
SYNPCC7942_RS08180,9078,9532,7371,7860,9331,8542,5110,6996,4710
SYNPCC7942_RS08185,3547,4138,2854,3596,3456,2932,2008,2724,2256
SYNPCC7942_RS08190,720,912,711,808,616,648,454,484,536
SYNPCC7942_RS08195,3349,3426,2992,4243,3821,3597,3024,4470,3354
SYNPCC7942_RS08200,374366,371620,307660,389348,350188,334588,222147,274323,209374
SYNPCC7942_RS08205,10648,12047,8901,10141,9560,8768,5698,7264,6061
SYNPCC7942_RS08210,28195,26841,22287,19726,17817,15050,12523,10904,9458
SYNPCC7942_RS08215,114578,122962,128268,109127,89695,106303,61798,51485,53253
SYNPCC7942_RS08220,7710,8392,9115,7167,6449,6815,4083,3284,3723
SYNPCC7942_RS08225,146796,154471,163381,157270,123496,158890,88108,70377,68005
SYNPCC7942_RS08230,59584,61616,58599,81130,62838,76975,43491,63038,59037
SYNPCC7942_RS08235,13824,14487,12988,15349,12601,15838,8929,11965,10396
SYNPCC7942_RS08240,3701,3815,3163,3347,2995,3197,1851,2541,2226
SYNPCC7942_RS08245,43441,43818,44621,53102,45404,51653,33229,41718,37942
SYNPCC7942_RS08250,42048,47037,39383,37366,40000,40786,23561,31761,26059
SYNPCC7942_RS08255,6850,7513,5782,6958,6115,5786,3748,5682,5388
SYNPCC7942_RS08260,3644,3896,2974,4264,3390,3493,1946,2883,2604
SYNPCC7942_RS08265,4363,4577,3518,4349,3842,3564,2050,3180,2794
SYNPCC7942_RS08270,31670,33989,24175,31281,27863,25942,16719,23486,25140
SYNPCC7942_RS08275,22544,24215,20878,25409,21942,21333,11597,18419,19105
SYNPCC7942_RS08280,1424,1604,1270,1516,1372,1528,888,1072,1056
SYNPCC7942_RS08285,3144,3189,3042,3350,2542,3065,1898,2094,2470
SYNPCC7942_RS08290,1994,2090,1860,2172,1878,2008,1016,1578,1590
SYNPCC7942_RS08295,6866,7387,6494,7700,6487,6522,3695,6130,6478
SYNPCC7942_RS08300,16142,17163,14858,20561,16492,17700,9358,15827,16896
SYNPCC7942_RS08305,10133,9790,7716,11353,9295,9103,4235,7935,7687
SYNPCC7942_RS08310,758,772,658,700,612,564,246,496,496
SYNPCC7942_RS08315,3934,5532,4738,2692,3516,3554,2786,2027,1550
SYNPCC7942_RS08320,8581,10717,8714,9868,9058,10955,6231,7154,5654
SYNPCC7942_RS08325,1590,1630,1304,1962,1730,1941,862,1334,1230
SYNPCC7942_RS08330,3702,3491,3150,3826,2873,3168,1956,2434,2624
SYNPCC7942_RS08335,4481,4100,3962,3670,2876,3234,2679,2175,2087
SYNPCC7942_RS08340,109947,105580,110653,90953,82147,92359,90886,50024,48921
SYNPCC7942_RS08345,11527,12641,11996,10890,9585,8629,6867,5753,8035
SYNPCC7942_RS08350,98659,102797,87521,83756,74312,66895,107044,58327,62398
SYNPCC7942_RS08355,12497,13249,11442,11120,9690,9502,6046,7710,8533
SYNPCC7942_RS08360,807,920,675,716,838,724,390,634,496
SYNPCC7942_RS08365,3492,3838,3182,3524,2949,3210,1806,2589,3244
SYNPCC7942_RS08370,5210,5411,4887,6909,5268,7003,3034,4578,4740
SYNPCC7942_RS08375,3889,4184,3476,3986,3736,3887,1736,2997,2806
SYNPCC7942_RS08380,16732,16184,16149,16735,13845,17361,8205,9257,9324
SYNPCC7942_RS08385,5464,5580,5062,5710,4414,5240,3177,2930,3553
SYNPCC7942_RS13635,442734,476943,353180,377256,326960,264437,148190,185734,241449
SYNPCC7942_RS08390,4140,4773,3864,4513,3680,3937,2310,3049,3006
SYNPCC7942_RS08395,52181,47498,64165,60369,38501,57766,40527,23466,30192
SYNPCC7942_RS08400,3905,4272,3630,4578,3498,3852,2204,3076,3601
SYNPCC7942_RS08405,2792,3029,3093,2958,2104,2305,2192,1699,2116
SYNPCC7942_RS08410,3917,4256,3676,2992,2094,1504,3920,1356,824
SYNPCC7942_RS08415,9635,9984,9380,9212,7876,8902,4694,6284,6571
SYNPCC7942_RS08420,4723,5426,4616,5812,4450,4410,2954,4140,6274
SYNPCC7942_RS08425,4120,4303,3428,4018,3522,3708,1646,2666,2757
SYNPCC7942_RS08430,17825,15867,16606,19147,13267,18676,9415,9544,11090
SYNPCC7942_RS08435,434,340,364,372,360,462,280,268,228
SYNPCC7942_RS08440,368,332,340,320,358,352,250,226,170
SYNPCC7942_RS08445,25969,24229,28923,25281,21336,25189,27145,15481,14830
SYNPCC7942_RS08450,3462,3144,2945,3086,2672,3174,1822,1978,1744
SYNPCC7942_RS08455,2720,2505,1938,2682,2325,2262,1412,1786,1497
SYNPCC7942_RS08460,9570,10191,8412,10015,8704,8065,5076,6969,5941
SYNPCC7942_RS08465,1830,1799,1796,2045,1690,1770,1062,1356,1194
SYNPCC7942_RS08470,79628,85276,94342,75288,56783,88010,87140,39730,36600
SYNPCC7942_RS08475,9562,10851,10205,8630,7621,9158,7764,4992,4769
SYNPCC7942_RS13630,464,532,394,458,404,432,242,336,518
SYNPCC7942_RS08485,1231,1308,1086,1132,1184,1111,652,748,756
SYNPCC7942_RS08490,2580,2910,2288,2314,2368,2116,1366,1836,1350
SYNPCC7942_RS08495,6148,6197,5784,8036,5693,6461,4676,4620,6171
SYNPCC7942_RS08500,2640,3036,2446,2302,2602,2552,1192,1782,1724
SYNPCC7942_RS08505,18905,20370,20556,16933,16465,19434,8264,9543,8129
SYNPCC7942_RS08510,11678,12354,12452,10240,9184,10974,5197,5634,5028
SYNPCC7942_RS13880,399,388,410,424,353,343,220,214,192
SYNPCC7942_RS08515,4104,4212,4486,4072,3230,4495,2318,2142,2064
SYNPCC7942_RS08520,6741,7368,5989,7183,7106,7121,3788,5908,5936
SYNPCC7942_RS08525,5426,6351,4669,5534,5130,5180,2801,3772,3878
SYNPCC7942_RS08530,61080,64766,54746,59005,49261,46083,34340,39495,42877
SYNPCC7942_RS08535,8164,8209,9090,8588,6969,9499,4140,5601,7238
SYNPCC7942_RS08540,4589,5649,4666,5716,5490,4656,2898,5027,5655
